pixel_id,label,class_name,zone,split,soil_ph,soil_clay,soil_organic,.geo
22,1,Grapes,CA_Zone1,test,6.4,26.8,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62338170718232,39.02085097838884]}"
25,1,Grapes,CA_Zone1,test,6.4,26.8,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62338170718232,39.02085097838884]}"
26,1,Grapes,CA_Zone1,test,6.4,26.8,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62338170718232,39.02085097838884]}"
27,1,Grapes,CA_Zone1,test,6.3,32.1,36.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78162911417687,39.19446914000954]}"
28,1,Grapes,CA_Zone1,test,6.4,26.8,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62338170718232,39.02085097838884]}"
30,2,Rice,CA_Zone1,test,6.8,38.4,38.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89895628064112,39.38831002647122]}"
32,2,Rice,CA_Zone1,test,6.5,29.6,42.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7328838181279,39.11431776525656]}"
33,2,Rice,CA_Zone1,test,6.9,37.0,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90626367668179,39.394997786140515]}"
34,2,Rice,CA_Zone1,test,6.0,19.6,31.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.559990438002,39.29470656718424]}"
35,2,Rice,CA_Zone1,test,6.4,30.0,35.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53988106557547,39.254605154916774]}"
36,2,Rice,CA_Zone1,test,5.9,34.9,34.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69091735946525,39.49534304079139]}"
37,2,Rice,CA_Zone1,test,6.2,45.1,34.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81446266547987,39.439588991477784]}"
38,2,Rice,CA_Zone1,test,6.3,27.7,30.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7039838000522,39.21451233376688]}"
41,2,Rice,CA_Zone1,test,6.8,33.0,34.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79353162298901,39.12990007656117]}"
42,2,Rice,CA_Zone1,test,6.4,31.9,34.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74970422287267,39.37493522731735]}"
45,2,Rice,CA_Zone1,test,7.1,41.3,36.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84075428289366,39.08983388422234]}"
47,2,Rice,CA_Zone1,test,6.2,32.9,37.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76394910268563,39.350417254503725]}"
48,2,Rice,CA_Zone1,test,6.2,42.3,32.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8115681050416,39.412832986228786]}"
49,2,Rice,CA_Zone1,test,6.5,29.0,38.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74200437178737,39.08760823482537]}"
50,2,Rice,CA_Zone1,test,6.2,24.9,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51838874238152,39.04532589347464]}"
51,2,Rice,CA_Zone1,test,5.9,23.5,31.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.67486801715074,39.43512939001532]}"
52,2,Rice,CA_Zone1,test,6.3,26.3,31.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54204872632215,39.28356642334048]}"
53,2,Rice,CA_Zone1,test,6.6,40.9,33.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85256084668781,39.412832986228786]}"
55,2,Rice,CA_Zone1,test,6.0,34.7,33.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73149620711101,39.43066989548327]}"
56,2,Rice,CA_Zone1,test,6.2,38.9,34.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.748025956354,39.31698884748991]}"
57,2,Rice,CA_Zone1,test,6.0,41.2,32.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77151310057027,39.43512939001532]}"
58,2,Rice,CA_Zone1,test,6.6,29.6,34.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70385202838155,39.138804834467095]}"
59,2,Rice,CA_Zone1,test,6.9,37.4,34.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78273070304829,39.00082840942]}"
60,2,Rice,CA_Zone1,test,6.5,29.7,34.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72208592534935,39.161068576039796]}"
61,2,Rice,CA_Zone1,test,6.0,29.3,31.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69680008097734,39.45519843898393]}"
62,2,Rice,CA_Zone1,test,6.2,24.9,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71007844284519,39.30361916039148]}"
64,2,Rice,CA_Zone1,test,6.4,36.1,35.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76523934760195,39.29247848529859]}"
66,2,Rice,CA_Zone1,test,6.1,36.0,34.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51973259909461,39.05200142176988]}"
67,2,Rice,CA_Zone1,test,6.6,41.4,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90882830969875,39.34373109403867]}"
68,2,Rice,CA_Zone1,test,6.1,21.5,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54707300500118,39.32590250399662]}"
70,2,Rice,CA_Zone1,test,6.3,32.6,32.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73967430259647,39.32813098461962]}"
71,2,Rice,CA_Zone1,test,6.1,33.9,35.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77456200694387,39.38162250688763]}"
72,2,Rice,CA_Zone1,test,6.1,28.4,36.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5607306618652,39.265743573674946]}"
73,2,Rice,CA_Zone1,test,7.0,34.0,33.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92382918498653,39.394997786140515]}"
79,2,Rice,CA_Zone1,test,6.5,27.0,31.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50698319585281,39.11876972241825]}"
80,2,Rice,CA_Zone1,test,6.4,43.7,34.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8549750872445,39.45519843898393]}"
81,2,Rice,CA_Zone1,test,6.6,35.3,36.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9077653782716,39.37493522731735]}"
82,2,Rice,CA_Zone1,test,6.1,16.7,34.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56544606767305,39.28356642334048]}"
83,2,Rice,CA_Zone1,test,6.2,49.5,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80908388000583,39.46411871186389]}"
84,2,Rice,CA_Zone1,test,6.7,34.8,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79199194382936,39.13657860543072]}"
85,2,Rice,CA_Zone1,test,6.1,28.0,36.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53328748660343,39.232330305751574]}"
87,2,Rice,CA_Zone1,test,6.2,34.6,34.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74536042960904,39.27688265566091]}"
89,2,Rice,CA_Zone1,test,6.0,27.8,35.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55769549317827,39.227875653873625]}"
90,2,Rice,CA_Zone1,test,6.3,28.2,36.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56938835438534,39.227875653873625]}"
91,2,Rice,CA_Zone1,test,6.1,28.9,34.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54922411569011,39.20114996650397]}"
92,2,Rice,CA_Zone1,test,6.3,34.5,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75087822277413,39.33035949184647]}"
93,2,Rice,CA_Zone1,test,6.5,39.6,34.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89892306691618,39.46857900889861]}"
94,2,Rice,CA_Zone1,test,6.0,37.0,33.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76905083941054,39.486421268172045]}"
95,2,Rice,CA_Zone1,test,6.5,32.4,38.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7200139810683,39.0942852619774]}"
98,2,Rice,CA_Zone1,test,7.2,38.1,33.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9968292299007,39.14771001441577]}"
100,2,Rice,CA_Zone1,test,6.8,33.1,34.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90526580023288,39.412832986228786]}"
105,2,Rice,CA_Zone1,test,6.4,43.8,35.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85693305422865,39.432899629384345]}"
106,2,Rice,CA_Zone1,test,6.2,22.2,34.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5264111377054,39.28802240120796]}"
110,2,Rice,CA_Zone1,test,6.5,37.7,38.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90595043651005,39.33035949184647]}"
113,2,Rice,CA_Zone1,test,6.2,29.5,34.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52869492304566,39.25237755072317]}"
114,2,Rice,CA_Zone1,test,6.4,32.4,33.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53502789603579,39.098736745031545]}"
117,2,Rice,CA_Zone1,test,6.7,37.2,33.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92044223892567,39.490882100881855]}"
120,2,Rice,CA_Zone1,test,6.4,38.3,35.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82436503873858,39.36824818768797]}"
121,2,Rice,CA_Zone1,test,6.2,49.5,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80908388000583,39.46411871186389]}"
122,2,Rice,CA_Zone1,test,6.1,34.2,34.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5753296191453,39.176654766031014]}"
123,2,Rice,CA_Zone1,test,6.4,39.1,34.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86328224112218,39.47080919757408]}"
125,2,Rice,CA_Zone1,test,6.6,32.3,33.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8647636660163,39.27911055167476]}"
126,2,Rice,CA_Zone1,test,6.5,39.5,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84083185440582,39.426210507860084]}"
127,2,Rice,CA_Zone1,test,6.6,33.3,36.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9557393713492,39.31698884748991]}"
128,2,Rice,CA_Zone1,test,7.2,43.0,32.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84180063649104,39.12322178499535]}"
132,2,Rice,CA_Zone1,test,6.1,29.5,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5540437134162,39.20560398308885]}"
134,2,Rice,CA_Zone1,test,6.1,46.6,35.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8022576343758,39.44181883231463]}"
136,2,Rice,CA_Zone1,test,7.2,35.4,34.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98331304444862,39.016401335021236]}"
137,2,Rice,CA_Zone1,test,6.6,34.7,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7847696158346,39.12990007656117]}"
138,2,Rice,CA_Zone1,test,7.2,52.3,37.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8989030930332,39.003053034414044]}"
139,2,Rice,CA_Zone1,test,6.7,37.8,39.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7622308695497,39.30584737512278]}"
141,2,Rice,CA_Zone1,test,6.4,49.5,32.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8208186151234,39.490882100881855]}"
145,2,Rice,CA_Zone1,test,6.1,28.0,34.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55425423294089,39.281338474233735]}"
146,2,Rice,CA_Zone1,test,7.2,41.7,34.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87963257633973,39.02307583942794]}"
147,2,Rice,CA_Zone1,test,6.3,26.3,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5473912656546,39.28579439899766]}"
148,2,Rice,CA_Zone1,test,6.6,35.2,35.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83208870218728,39.39945642600346]}"
149,2,Rice,CA_Zone1,test,6.4,30.1,34.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53911499493529,39.05645190533547]}"
150,2,Rice,CA_Zone1,test,6.0,27.6,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50953699372242,39.22119387467889]}"
151,2,Rice,CA_Zone1,test,6.7,40.5,35.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91506607851699,39.48865167112833]}"
152,2,Rice,CA_Zone1,test,6.1,28.6,34.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55653749091212,39.24569489721039]}"
153,2,Rice,CA_Zone1,test,6.1,33.2,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75391079872563,39.475269655254735]}"
155,2,Rice,CA_Zone1,test,6.6,37.3,36.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8595298636981,39.354874827962455]}"
156,2,Rice,CA_Zone1,test,6.1,42.1,32.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75636344924223,39.45073846309561]}"
157,2,Rice,CA_Zone1,test,5.9,37.3,33.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.6958021106788,39.49980408792222]}"
159,2,Rice,CA_Zone1,test,6.5,41.9,35.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9063543866347,39.354874827962455]}"
161,2,Rice,CA_Zone1,test,6.2,29.4,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53479330914024,39.025300726707435]}"
162,2,Rice,CA_Zone1,test,6.3,41.8,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78718669536451,39.403915172624814]}"
163,2,Rice,CA_Zone1,test,6.6,34.5,38.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70696949064956,39.08760823482537]}"
164,2,Rice,CA_Zone1,test,7.1,38.4,32.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87599846999642,39.03865060157992]}"
165,2,Rice,CA_Zone1,test,6.5,37.1,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82524833967642,39.403915172624814]}"
166,2,Rice,CA_Zone1,test,6.2,31.4,34.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51509571291061,39.24792242187264]}"
167,2,Rice,CA_Zone1,test,7.2,31.8,36.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87823102548141,39.12990007656117]}"
168,2,Rice,CA_Zone1,test,6.2,33.9,37.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52796416352226,39.05422665041404]}"
169,2,Rice,CA_Zone1,test,6.5,36.9,33.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83988743364252,39.403915172624814]}"
171,2,Rice,CA_Zone1,test,6.5,42.3,34.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81022601551808,39.36601922778587]}"
174,2,Rice,CA_Zone1,test,6.4,49.9,33.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83545561404345,39.4774999242653]}"
175,2,Rice,CA_Zone1,test,6.9,35.9,32.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92874731071298,39.37270618745104]}"
176,2,Rice,CA_Zone1,test,6.1,41.2,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74710127393125,39.439588991477784]}"
178,2,Rice,CA_Zone1,test,6.7,36.1,37.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74458184070166,39.014176552687495]}"
179,2,Rice,CA_Zone1,test,7.4,37.3,34.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98209745432821,39.161068576039796]}"
181,2,Rice,CA_Zone1,test,6.5,31.8,32.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7318754280573,39.156615616576715]}"
182,2,Rice,CA_Zone1,test,6.4,29.4,30.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73611779275399,39.35710365464445]}"
183,2,Rice,CA_Zone1,test,6.6,30.4,36.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7331128867956,39.063127827789685]}"
185,2,Rice,CA_Zone1,test,7.2,38.0,37.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.99519713176097,39.11654373066181]}"
187,2,Rice,CA_Zone1,test,6.7,41.4,35.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87109570570804,39.421751227124275]}"
188,2,Rice,CA_Zone1,test,6.9,35.9,34.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91356016385483,39.415062506387365]}"
189,2,Rice,CA_Zone1,test,6.5,30.5,31.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72967825093484,39.17888147027089]}"
190,2,Rice,CA_Zone1,test,6.6,35.0,40.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71540508008803,39.014176552687495]}"
191,2,Rice,CA_Zone1,test,6.8,34.4,31.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91550644786003,39.44627859421302]}"
193,2,Rice,CA_Zone1,test,6.6,38.0,37.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9018525859247,39.46857900889861]}"
194,2,Rice,CA_Zone1,test,6.0,28.5,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71001168384875,39.43512939001532]}"
196,2,Rice,CA_Zone1,test,6.0,21.6,33.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58914920340783,39.38608082660408]}"
198,2,Rice,CA_Zone1,test,6.4,30.0,33.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.532945612104,39.10764002712164]}"
199,2,Rice,CA_Zone1,test,6.3,39.2,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91810211464026,39.34150242713242]}"
201,2,Rice,CA_Zone1,test,7.3,30.1,36.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95676231148627,39.22119387467889]}"
203,2,Rice,CA_Zone1,test,6.8,34.1,37.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95442686763116,39.28356642334048]}"
204,2,Rice,CA_Zone1,test,6.6,33.0,38.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71040739680528,39.08538261174524]}"
208,2,Rice,CA_Zone1,test,7.4,37.3,34.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98209745432821,39.161068576039796]}"
209,2,Rice,CA_Zone1,test,5.9,31.5,30.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70314940801008,39.452968437662705]}"
210,2,Rice,CA_Zone1,test,6.9,36.6,32.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94291912735603,39.36156138792712]}"
211,2,Rice,CA_Zone1,test,6.0,38.3,33.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69970803199595,39.49534304079139]}"
212,2,Rice,CA_Zone1,test,6.1,44.2,32.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77053132316554,39.439588991477784]}"
214,2,Rice,CA_Zone1,test,6.1,26.1,33.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.527932747481,39.281338474233735]}"
215,2,Rice,CA_Zone1,test,6.1,44.9,32.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7676473104207,39.412832986228786]}"
216,2,Rice,CA_Zone1,test,6.0,30.8,37.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7148468008292,39.479730220059615]}"
217,2,Rice,CA_Zone1,test,6.0,28.2,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71294032274025,39.43512939001532]}"
218,2,Rice,CA_Zone1,test,6.6,36.5,40.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72842424448464,39.02085097838884]}"
220,2,Rice,CA_Zone1,test,6.2,34.3,33.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74795233194892,39.33035949184647]}"
221,2,Rice,CA_Zone1,test,7.3,30.4,37.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.96371721413477,39.20337696156911]}"
222,2,Rice,CA_Zone1,test,6.3,31.2,37.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51566877604488,39.00750236305489]}"
223,2,Rice,CA_Zone1,test,7.1,30.5,31.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9755793105577,39.37270618745104]}"
224,2,Rice,CA_Zone1,test,6.2,16.6,33.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56089367512186,39.30361916039148]}"
227,2,Rice,CA_Zone1,test,6.0,25.3,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51158738731567,39.2122852064022]}"
228,2,Rice,CA_Zone1,test,6.1,27.8,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5635419237818,39.227875653873625]}"
229,2,Rice,CA_Zone1,test,6.7,31.2,36.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7770355318408,39.125447855821285]}"
231,2,Rice,CA_Zone1,test,7.3,54.7,35.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89546491752886,39.0052776856248]}"
232,2,Rice,CA_Zone1,test,6.1,43.8,33.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77247905165734,39.44404869989215]}"
233,2,Rice,CA_Zone1,test,6.2,34.5,34.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77798427195684,39.37939338703296]}"
235,2,Rice,CA_Zone1,test,7.3,31.2,34.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.97789265324518,39.27019912686334]}"
239,2,Rice,CA_Zone1,test,6.7,39.4,38.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8625046475158,39.34150242713242]}"
241,2,Rice,CA_Zone1,test,6.6,38.0,34.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85908221557193,39.34373109403867]}"
243,2,Rice,CA_Zone1,test,6.1,25.3,37.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52878707350871,39.063127827789685]}"
245,2,Rice,CA_Zone1,test,6.1,33.5,34.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75831251553404,39.49534304079139]}"
246,2,Rice,CA_Zone1,test,6.1,32.3,34.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76270359316953,39.48865167112833]}"
247,2,Rice,CA_Zone1,test,6.5,36.0,35.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82574074023314,39.401685785968]}"
248,2,Rice,CA_Zone1,test,6.2,41.7,34.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7627116843405,39.448508515279954]}"
249,2,Rice,CA_Zone1,test,6.1,28.4,36.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50610168517743,39.22342110793107]}"
252,2,Rice,CA_Zone1,test,6.2,32.1,32.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57928029243294,39.17220143681679]}"
253,2,Rice,CA_Zone1,test,6.6,36.4,34.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8720607487386,39.44404869989215]}"
255,2,Rice,CA_Zone1,test,6.8,38.9,32.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90868353350096,39.46411871186389]}"
256,2,Rice,CA_Zone1,test,7.2,44.8,31.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.97538492255002,39.063127827789685]}"
257,2,Rice,CA_Zone1,test,6.1,32.5,35.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52308816915604,39.00082840942]}"
259,2,Rice,CA_Zone1,test,7.2,43.3,36.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94227188754195,39.029750579998094]}"
261,2,Rice,CA_Zone1,test,7.3,35.1,39.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95343583736917,39.21005810550273]}"
262,2,Rice,CA_Zone1,test,6.6,31.1,32.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86183911468751,39.27911055167476]}"
