pixel_id,label,class_name,zone,split,soil_ph,soil_clay,soil_organic,.geo
70,1,Grapes,CA_Zone2,test,7.6,20.4,34.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04207007561233,36.769101507144555]}"
71,1,Grapes,CA_Zone2,test,7.8,19.9,24.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05452653408378,36.59102355567878]}"
72,1,Grapes,CA_Zone2,test,7.7,28.3,27.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2570105442969,36.83069542981459]}"
74,1,Grapes,CA_Zone2,test,7.6,21.8,30.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07725500329727,36.81969514965137]}"
75,1,Grapes,CA_Zone2,test,7.7,29.9,26.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27274052403877,36.82629524644975]}"
76,1,Grapes,CA_Zone2,test,7.6,25.5,30.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28661516220022,36.872501916964474]}"
77,1,Grapes,CA_Zone2,test,7.6,28.3,26.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23539731952926,36.79989614205417]}"
78,1,Grapes,CA_Zone2,test,7.6,22.7,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14244885046784,36.83069542981459]}"
79,1,Grapes,CA_Zone2,test,7.8,20.4,23.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05810966874067,36.58882602918094]}"
80,1,Grapes,CA_Zone2,test,7.6,28.8,26.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27419479837128,36.83069542981459]}"
81,1,Grapes,CA_Zone2,test,7.7,18.6,31.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00985510213226,36.753705932491116]}"
82,1,Grapes,CA_Zone2,test,7.4,22.5,30.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15773963610636,36.881304377712695]}"
83,1,Grapes,CA_Zone2,test,7.7,21.1,28.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16461786263176,36.82409519041948]}"
84,1,Grapes,CA_Zone2,test,7.6,20.5,31.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05709590118066,36.766902068237435]}"
85,1,Grapes,CA_Zone2,test,7.6,17.1,25.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01699852938793,36.531698586899246]}"
89,1,Grapes,CA_Zone2,test,7.7,16.9,31.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00556496088767,36.72291826475688]}"
90,1,Grapes,CA_Zone2,test,7.6,20.0,32.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00558983349029,36.7844982433967]}"
91,1,Grapes,CA_Zone2,test,7.8,20.8,28.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08497582344529,36.707526170065826]}"
92,1,Grapes,CA_Zone2,test,7.6,22.4,34.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10097234259784,36.843896550512916]}"
93,1,Grapes,CA_Zone2,test,7.7,26.2,22.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04429387917057,36.509730717606345]}"
96,1,Grapes,CA_Zone2,test,7.9,19.7,31.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05716785475599,36.652563853839645]}"
98,1,Grapes,CA_Zone2,test,7.5,37.4,25.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29764686414859,36.79329690024243]}"
101,1,Grapes,CA_Zone2,test,7.7,19.7,30.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05779297678275,36.74710818445989]}"
102,1,Grapes,CA_Zone2,test,7.5,27.3,28.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18126417699557,36.861499376890855]}"
103,1,Grapes,CA_Zone2,test,7.5,21.5,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0596168629874,36.88350505245961]}"
106,1,Grapes,CA_Zone2,test,7.5,24.3,36.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12843503433467,36.892307989757725]}"
107,1,Grapes,CA_Zone2,test,7.6,22.1,29.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26153217181898,36.87030136132548]}"
108,1,Grapes,CA_Zone2,test,7.7,34.9,22.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2964484496871,36.498747661746414]}"
110,1,Grapes,CA_Zone2,test,7.5,24.1,34.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12687863735309,36.87030136132548]}"
111,1,Grapes,CA_Zone2,test,7.8,48.6,21.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30170865353311,36.630583056220786]}"
113,1,Grapes,CA_Zone2,test,7.7,18.0,24.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00563211562702,36.52291115786822]}"
114,1,Grapes,CA_Zone2,test,7.6,24.6,30.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18474401731294,36.8416963042782]}"
115,1,Grapes,CA_Zone2,test,7.8,17.4,27.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01854714354866,36.65696029627088]}"
116,1,Grapes,CA_Zone2,test,7.6,21.8,37.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12745802701686,36.8416963042782]}"
118,1,Grapes,CA_Zone2,test,7.6,22.7,33.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14049912470331,36.872501916964474]}"
119,1,Grapes,CA_Zone2,test,7.7,22.8,29.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15667017005677,36.80429575528655]}"
121,1,Grapes,CA_Zone2,test,7.6,32.6,27.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25696781270524,36.82189515815412]}"
122,1,Grapes,CA_Zone2,test,7.8,26.6,26.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19876334645313,36.753705932491116]}"
125,1,Grapes,CA_Zone2,test,7.4,21.9,31.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08813926613828,36.85709852751328]}"
126,1,Grapes,CA_Zone2,test,7.8,24.8,28.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20452854878194,36.77130096975777]}"
127,1,Grapes,CA_Zone2,test,7.3,22.6,30.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01381566150266,36.892307989757725]}"
131,1,Grapes,CA_Zone2,test,7.8,18.6,28.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00708401262503,36.665753464190445]}"
132,1,Grapes,CA_Zone2,test,7.7,22.6,28.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03456004725808,36.58223359076314]}"
134,1,Grapes,CA_Zone2,test,7.9,22.8,26.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12789579848999,36.69873120752498]}"
135,1,Grapes,CA_Zone2,test,7.4,20.4,31.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00277531054957,36.810895353219074]}"
137,1,Grapes,CA_Zone2,test,7.5,23.9,32.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1332684486974,36.85929894030073]}"
139,1,Grapes,CA_Zone2,test,7.9,20.8,29.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0180101700848,36.60640689975616]}"
140,1,Grapes,CA_Zone2,test,7.7,18.9,27.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02675758999136,36.571246663512675]}"
141,1,Grapes,CA_Zone2,test,7.8,33.3,28.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14951620799303,36.60640689975616]}"
142,1,Grapes,CA_Zone2,test,7.4,24.6,35.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11486356451202,36.89891044302342]}"
144,1,Grapes,CA_Zone2,test,7.4,22.6,37.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05153817458374,36.837295883157836]}"
146,1,Grapes,CA_Zone2,test,7.6,32.7,25.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2660896400817,36.77569996611188]}"
147,1,Grapes,CA_Zone2,test,7.4,21.1,32.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01645901307486,36.83949608182729]}"
148,1,Grapes,CA_Zone2,test,7.6,31.6,27.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28208244997262,36.83289555715385]}"
149,1,Grapes,CA_Zone2,test,7.4,20.8,35.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0653030345276,36.874702496420326]}"
150,1,Grapes,CA_Zone2,test,7.6,45.1,22.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.47428308546718,36.76030389372915]}"
151,1,Grapes,CA_Zone2,test,7.6,34.6,25.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19735061453315,36.626187179473646]}"
153,1,Grapes,CA_Zone2,test,8.0,21.5,27.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13576156136489,36.70972496979612]}"
154,1,Grapes,CA_Zone2,test,7.7,22.0,33.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14962743079909,36.83509570826748]}"
155,1,Grapes,CA_Zone2,test,7.3,22.6,30.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01381566150266,36.892307989757725]}"
156,1,Grapes,CA_Zone2,test,7.5,23.0,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13472292035343,36.863699837286035]}"
157,1,Grapes,CA_Zone2,test,7.7,23.6,27.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02811788942171,36.584431046725456]}"
158,1,Grapes,CA_Zone2,test,7.6,32.7,26.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26824398108216,36.77789949985748]}"
159,1,Grapes,CA_Zone2,test,7.6,15.4,25.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01335391736703,36.54268340091289]}"
161,1,Grapes,CA_Zone2,test,7.6,22.4,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10164454257607,36.83289555715385]}"
162,1,Grapes,CA_Zone2,test,7.5,23.0,32.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13829273534613,36.861499376890855]}"
163,1,Grapes,CA_Zone2,test,7.6,26.2,28.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28228892112209,36.86810082950098]}"
165,1,Grapes,CA_Zone2,test,7.4,23.2,37.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1191353200639,36.89450878367166]}"
168,1,Grapes,CA_Zone2,test,7.7,22.1,28.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18752896753038,36.82409519041948]}"
169,1,Grapes,CA_Zone2,test,7.9,18.0,26.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02727386654009,36.613000114449285]}"
170,1,Grapes,CA_Zone2,test,7.5,24.1,35.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13200370902537,36.89010721968189]}"
171,1,Grapes,CA_Zone2,test,7.6,33.0,27.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27917338712473,36.82409519041948]}"
172,1,Grapes,CA_Zone2,test,7.5,23.0,33.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13472292035343,36.863699837286035]}"
173,1,Grapes,CA_Zone2,test,7.5,25.0,31.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03640628989675,36.80429575528655]}"
177,1,Grapes,CA_Zone2,test,7.7,36.1,23.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28642640266267,36.503140813817645]}"
178,1,Grapes,CA_Zone2,test,7.8,28.1,27.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18593239858882,36.77569996611188]}"
179,1,Grapes,CA_Zone2,test,7.9,21.6,27.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13146993300698,36.71412264018717]}"
180,1,Grapes,CA_Zone2,test,7.6,18.0,24.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02826100961312,36.55806312613917]}"
181,1,Grapes,CA_Zone2,test,7.8,24.3,26.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07167736088189,36.59102355567878]}"
182,1,Grapes,CA_Zone2,test,7.6,36.4,25.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23375675264656,36.707526170065826]}"
184,1,Grapes,CA_Zone2,test,7.5,22.4,36.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13919407138012,36.89450878367166]}"
186,1,Grapes,CA_Zone2,test,7.5,18.1,29.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02058577445722,36.74710818445989]}"
187,1,Grapes,CA_Zone2,test,7.7,22.6,28.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03242748361549,36.58003615830799]}"
188,1,Grapes,CA_Zone2,test,7.7,30.0,22.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35237834964022,36.45921350626874]}"
189,1,Grapes,CA_Zone2,test,7.5,18.1,29.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02058577445722,36.74710818445989]}"
191,1,Grapes,CA_Zone2,test,7.8,20.5,29.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06210320163311,36.6899366230801]}"
192,1,Grapes,CA_Zone2,test,7.3,20.1,31.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02579102584421,36.846096820533795]}"
194,1,Grapes,CA_Zone2,test,7.9,21.6,27.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12932379473922,36.7119237931691]}"
195,1,Grapes,CA_Zone2,test,7.7,18.7,31.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01271433569465,36.73611241136186]}"
196,1,Grapes,CA_Zone2,test,7.8,39.2,18.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.24638556527874,36.51192739906035]}"
200,1,Grapes,CA_Zone2,test,7.7,33.1,22.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17949658801062,36.61959354100078]}"
202,1,Grapes,CA_Zone2,test,7.6,37.7,22.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10308015498725,36.47897963639014]}"
203,1,Grapes,CA_Zone2,test,7.6,20.8,30.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14167423068898,36.81529520392419]}"
204,1,Grapes,CA_Zone2,test,7.8,49.6,21.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29884926698806,36.630583056220786]}"
205,1,Grapes,CA_Zone2,test,7.7,20.5,30.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17465988082616,36.82849532624734]}"
206,1,Grapes,CA_Zone2,test,7.5,32.1,29.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19493451122177,36.872501916964474]}"
207,1,Grapes,CA_Zone2,test,7.7,18.4,25.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00430154723031,36.509730717606345]}"
210,1,Grapes,CA_Zone2,test,7.6,23.4,32.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07003509161481,36.7976963710477]}"
211,1,Grapes,CA_Zone2,test,7.6,21.1,36.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02705535821131,36.78009905731859]}"
212,1,Grapes,CA_Zone2,test,7.6,23.2,32.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13974773491505,36.86590032148861]}"
213,1,Grapes,CA_Zone2,test,7.6,20.7,32.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00272686970786,36.7844982433967]}"
215,1,Grapes,CA_Zone2,test,7.6,38.7,23.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1095231208463,36.476783306149045]}"
216,1,Grapes,CA_Zone2,test,7.8,32.8,29.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16450488116227,36.613000114449285]}"
217,1,Grapes,CA_Zone2,test,7.5,21.8,33.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06373578004457,36.843896550512916]}"
218,1,Grapes,CA_Zone2,test,7.5,32.3,27.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15950831975888,36.61080235268153]}"
219,1,Grapes,CA_Zone2,test,7.5,21.8,33.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07017203672078,36.8416963042782]}"
221,1,Grapes,CA_Zone2,test,7.6,36.8,22.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23447050237517,36.70532739397592]}"
222,1,Grapes,CA_Zone2,test,7.6,22.8,33.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14743453395782,36.82409519041948]}"
225,1,Grapes,CA_Zone2,test,7.6,24.5,33.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06217712135961,36.80429575528655]}"
226,1,Grapes,CA_Zone2,test,7.7,23.4,34.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26218045631471,36.85929894030073]}"
227,1,Grapes,CA_Zone2,test,7.7,22.4,32.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15319823040363,36.83289555715385]}"
229,1,Grapes,CA_Zone2,test,7.7,25.0,27.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04277180048562,36.52291115786822]}"
230,1,Grapes,CA_Zone2,test,7.3,20.7,32.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00867109209688,36.863699837286035]}"
231,1,Grapes,CA_Zone2,test,7.5,30.3,27.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20704704198526,36.861499376890855]}"
232,1,Grapes,CA_Zone2,test,7.6,23.2,31.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05800707811328,36.843896550512916]}"
233,1,Grapes,CA_Zone2,test,7.5,22.0,35.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01346633219843,36.786697872018415]}"
234,1,Grapes,CA_Zone2,test,7.6,35.0,26.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.24090213141714,36.69433386804991]}"
237,1,Grapes,CA_Zone2,test,7.4,21.0,36.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06746273182166,36.87690309969542]}"
238,1,Grapes,CA_Zone2,test,7.6,18.1,31.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00913679343766,36.738311518630354]}"
239,1,Grapes,CA_Zone2,test,7.6,30.8,20.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36161689755319,36.465802005831854]}"
240,1,Grapes,CA_Zone2,test,7.7,22.3,24.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01015328102835,36.49215810927501]}"
241,1,Grapes,CA_Zone2,test,7.7,28.1,26.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2275150344886,36.7976963710477]}"
242,1,Grapes,CA_Zone2,test,7.8,20.4,22.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.055211814358,36.597616276280604]}"
243,1,Grapes,CA_Zone2,test,7.6,30.6,26.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27776355426741,36.82849532624734]}"
245,1,Grapes,CA_Zone2,test,7.9,23.1,26.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14148400700783,36.70972496979612]}"
246,1,Grapes,CA_Zone2,test,7.3,21.8,30.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0071880150705,36.85049743194349]}"
248,1,Grapes,CA_Zone2,test,7.9,18.7,29.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05502858005933,36.65036566799797]}"
249,1,Grapes,CA_Zone2,test,7.5,23.6,36.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11481111255556,36.89010721968189]}"
251,1,Grapes,CA_Zone2,test,7.6,32.9,20.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.39124671211542,36.54048639118889]}"
253,1,Grapes,CA_Zone2,test,7.4,24.1,33.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11753403468207,36.863699837286035]}"
254,1,Grapes,CA_Zone2,test,7.7,21.9,25.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01579553166394,36.50094422607145]}"
255,1,Grapes,CA_Zone2,test,7.5,23.3,31.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05729945248781,36.846096820533795]}"
256,1,Grapes,CA_Zone2,test,7.9,18.8,29.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00943368935165,36.60640689975616]}"
257,1,Grapes,CA_Zone2,test,7.5,20.4,36.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07605810204996,36.87690309969542]}"
258,1,Grapes,CA_Zone2,test,7.7,30.9,19.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36509527443184,36.48117599002919]}"
