pixel_id,label,class_name,zone,split,elevation,landforms,.geo
44,1,Grapes,CA_Zone2,test,64,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00916199516845,36.611916561902476]}"
46,1,Grapes,CA_Zone2,test,60,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00970098433893,36.49845934151818]}"
47,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.065755858068,36.59655537054403]}"
49,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03961488330012,36.56152107446337]}"
50,1,Grapes,CA_Zone2,test,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12989556935412,36.67282233816577]}"
51,1,Grapes,CA_Zone2,test,51,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2972517067856,36.824817284238804]}"
53,1,Grapes,CA_Zone2,test,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17517065967375,36.83748352974489]}"
57,1,Grapes,CA_Zone2,test,48,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3543845588556,36.89758082225248]}"
58,1,Grapes,CA_Zone2,test,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18837589435032,36.826703746335454]}"
61,1,Grapes,CA_Zone2,test,49,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26814629158012,36.82724273550592]}"
64,1,Grapes,CA_Zone2,test,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13178203145077,36.79032197732861]}"
65,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03260802408398,36.57310934162851]}"
66,1,Grapes,CA_Zone2,test,74,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05039466670955,36.80999508205083]}"
68,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18406398098654,36.77361331304399]}"
69,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01131795185034,36.49279995522822]}"
70,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04123185081153,36.76903190509498]}"
71,1,Grapes,CA_Zone2,test,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05551506382903,36.59224345718026]}"
72,1,Grapes,CA_Zone2,test,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25709701358545,36.830207175943514]}"
74,1,Grapes,CA_Zone2,test,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0778831144036,36.81969688711932]}"
75,1,Grapes,CA_Zone2,test,52,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27272769952913,36.826703746335454]}"
76,1,Grapes,CA_Zone2,test,55,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28512445044998,36.871709342069835]}"
77,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23553744676659,36.79894580405616]}"
78,1,Grapes,CA_Zone2,test,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14256181486022,36.8315546488697]}"
79,1,Grapes,CA_Zone2,test,59,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0590184934371,36.58981800591313]}"
80,1,Grapes,CA_Zone2,test,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27299719411437,36.82966818677305]}"
81,1,Grapes,CA_Zone2,test,78,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00970098433893,36.754209702907005]}"
82,1,Grapes,CA_Zone2,test,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15846199538913,36.88087215796786]}"
83,1,Grapes,CA_Zone2,test,62,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16277390875291,36.822930822142155]}"
84,1,Grapes,CA_Zone2,test,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05794051509615,36.76687594841309]}"
85,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01859430565172,36.53241565925789]}"
89,1,Grapes,CA_Zone2,test,75,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00538907097516,36.72402630936059]}"
90,1,Grapes,CA_Zone2,test,80,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00592806014564,36.78466259103865]}"
91,1,Grapes,CA_Zone2,test,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08677643571639,36.70812612883168]}"
92,1,Grapes,CA_Zone2,test,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.09944268122248,36.843142916034836]}"
93,1,Grapes,CA_Zone2,test,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04473528041959,36.50896963034238]}"
96,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05740152592568,36.6534187280288]}"
98,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29698221220036,36.7924779340105]}"
101,1,Grapes,CA_Zone2,test,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0590184934371,36.747741832861344]}"
102,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18190802430465,36.86254652617182]}"
103,1,Grapes,CA_Zone2,test,78,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0590184934371,36.88275862006451]}"
106,1,Grapes,CA_Zone2,test,73,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12639213974606,36.89138244679206]}"
107,1,Grapes,CA_Zone2,test,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26113943236399,36.86955338538795]}"
108,1,Grapes,CA_Zone2,test,87,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2959042338594,36.497920352347705]}"
110,1,Grapes,CA_Zone2,test,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1266616343313,36.87090085831413]}"
111,1,Grapes,CA_Zone2,test,51,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.30129412556414,36.63051168828375]}"
113,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00700603848657,36.52379183253035]}"
114,1,Grapes,CA_Zone2,test,63,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18595044308319,36.84206493769389]}"
115,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01805531648125,36.65584417929592]}"
116,1,Grapes,CA_Zone2,test,70,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12773961267223,36.84179544310866]}"
118,1,Grapes,CA_Zone2,test,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1395973744226,36.872248331240314]}"
119,1,Grapes,CA_Zone2,test,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15711452246295,36.80487468493135]}"
121,1,Grapes,CA_Zone2,test,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25871398109686,36.822391832971675]}"
122,1,Grapes,CA_Zone2,test,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19861668858927,36.75313172456606]}"
125,1,Grapes,CA_Zone2,test,73,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08812390864256,36.85742612905234]}"
126,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20319809653827,36.771187861776866]}"
127,1,Grapes,CA_Zone2,test,82,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0123959301913,36.89138244679206]}"
131,1,Grapes,CA_Zone2,test,71,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00700603848657,36.666893457290584]}"
132,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03395549701017,36.582811146697]}"
134,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12908708559843,36.698424323763184]}"
135,1,Grapes,CA_Zone2,test,80,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00431109263423,36.81161204956224]}"
137,1,Grapes,CA_Zone2,test,71,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13366849354742,36.85877360197852]}"
139,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01778582189601,36.60652667019775]}"
140,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02614015403833,36.57122287953186]}"
141,1,Grapes,CA_Zone2,test,55,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14876019032064,36.60706565936823]}"
142,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11345639965474,36.89811981142296]}"
144,1,Grapes,CA_Zone2,test,80,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05120315046526,36.83640555140394]}"
146,1,Grapes,CA_Zone2,test,51,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2665293240687,36.775230280555405]}"
147,1,Grapes,CA_Zone2,test,80,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01778582189601,36.84071746476772]}"
148,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28054304250097,36.83263262721064]}"
149,1,Grapes,CA_Zone2,test,76,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06386939597134,36.87467378250743]}"
150,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.47592661679697,36.76121656212314]}"
151,1,Grapes,CA_Zone2,test,51,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19915567775973,36.62727775326091]}"
153,1,Grapes,CA_Zone2,test,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13636343939979,36.71001259092833]}"
154,1,Grapes,CA_Zone2,test,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14902968490587,36.83478858389253]}"
155,1,Grapes,CA_Zone2,test,83,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01428239228795,36.89138244679206]}"
156,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1342074827179,36.863624504512764]}"
157,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02856560530545,36.58415861962318]}"
158,1,Grapes,CA_Zone2,test,53,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.26922426992107,36.77846421557823]}"
159,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01347390853223,36.541847969741156]}"
161,1,Grapes,CA_Zone2,test,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10321560541578,36.83344111096635]}"
162,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13717192315549,36.86066006407517]}"
163,1,Grapes,CA_Zone2,test,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28162102084191,36.86847540704701]}"
165,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12073275345611,36.895155370985364]}"
168,1,Grapes,CA_Zone2,test,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18810639976508,36.824817284238804]}"
169,1,Grapes,CA_Zone2,test,62,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02694863779402,36.61326403482865]}"
170,1,Grapes,CA_Zone2,test,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13178203145077,36.8894959846954]}"
171,1,Grapes,CA_Zone2,test,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27730910747815,36.822930822142155]}"
172,1,Grapes,CA_Zone2,test,71,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13474647188838,36.86308551534229]}"
173,1,Grapes,CA_Zone2,test,79,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03638094827728,36.80433569576088]}"
177,1,Grapes,CA_Zone2,test,81,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.28647192337615,36.50331024405243]}"
178,1,Grapes,CA_Zone2,test,62,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18514195932747,36.77603876431111]}"
179,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1304345585246,36.71351602053639]}"
180,1,Grapes,CA_Zone2,test,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02802661613498,36.55828713944054]}"
181,1,Grapes,CA_Zone2,test,57,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07222372811366,36.59143497342455]}"
182,1,Grapes,CA_Zone2,test,49,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2349984575961,36.70812612883168]}"
184,1,Grapes,CA_Zone2,test,72,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13771091232596,36.89380789805918]}"
186,1,Grapes,CA_Zone2,test,69,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02021127316314,36.747741832861344]}"
187,1,Grapes,CA_Zone2,test,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03260802408398,36.58119417918559]}"
188,1,Grapes,CA_Zone2,test,117,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35249809675895,36.460191110414684]}"
189,1,Grapes,CA_Zone2,test,75,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02128925150407,36.747741832861344]}"
191,1,Grapes,CA_Zone2,test,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06252192304515,36.68899201327993]}"
192,1,Grapes,CA_Zone2,test,82,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02694863779402,36.84637685105767]}"
194,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1296260747689,36.71136006385451]}"
195,1,Grapes,CA_Zone2,test,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0123959301913,36.735345081940494]}"
196,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.24793419768743,36.51274255453568]}"
200,1,Grapes,CA_Zone2,test,51,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17813510011135,36.619462410289074]}"
202,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1048325729272,36.479325225966434]}"
203,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14256181486022,36.81484598458508]}"
204,1,Grapes,CA_Zone2,test,51,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29859917971177,36.63105067745422]}"
205,1,Grapes,CA_Zone2,test,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17409268133281,36.82885970301734]}"
206,1,Grapes,CA_Zone2,test,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19565224815167,36.87332630958126]}"
207,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00673654390134,36.51085609243903]}"
210,1,Grapes,CA_Zone2,test,75,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07033726601699,36.797598331129976]}"
211,1,Grapes,CA_Zone2,test,77,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02721813237926,36.780889666845354]}"
212,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14013636359309,36.86497197743894]}"
213,1,Grapes,CA_Zone2,test,79,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00296361970804,36.78412360186819]}"
215,1,Grapes,CA_Zone2,test,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10914448629097,36.47770825845502]}"
216,1,Grapes,CA_Zone2,test,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16492986543479,36.613803023999125]}"
217,1,Grapes,CA_Zone2,test,77,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06225242845993,36.843142916034836]}"
218,1,Grapes,CA_Zone2,test,59,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1590009845596,36.610030099805826]}"
219,1,Grapes,CA_Zone2,test,78,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07141524435795,36.84260392686437]}"
221,1,Grapes,CA_Zone2,test,50,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23607643593705,36.706509161320255]}"
222,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14795170656492,36.824817284238804]}"
225,1,Grapes,CA_Zone2,test,75,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06198293387469,36.803796706590404]}"
226,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2619479161197,36.85877360197852]}"
227,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15334159826965,36.83209363804017]}"
229,1,Grapes,CA_Zone2,test,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04338780749342,36.52379183253035]}"
230,1,Grapes,CA_Zone2,test,84,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00916199516845,36.864163493683236]}"
231,1,Grapes,CA_Zone2,test,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20589304239064,36.86119905324564]}"
232,1,Grapes,CA_Zone2,test,77,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05955748260757,36.84449038896102]}"
233,1,Grapes,CA_Zone2,test,80,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01266542477653,36.78627955855008]}"
234,1,Grapes,CA_Zone2,test,48,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.24173582222701,36.69519038874036]}"
237,1,Grapes,CA_Zone2,test,77,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06764232016465,36.87790771753026]}"
238,1,Grapes,CA_Zone2,test,73,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00889250058323,36.73911800613379]}"
239,1,Grapes,CA_Zone2,test,116,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36354737475361,36.466928475045584]}"
240,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0110484572651,36.492260966057756]}"
241,1,Grapes,CA_Zone2,test,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22745260920951,36.79867630947092]}"
242,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0552455692438,36.59655537054403]}"
243,1,Grapes,CA_Zone2,test,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27677011830767,36.828590208432104]}"
245,1,Grapes,CA_Zone2,test,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1417533311045,36.70920410717262]}"
246,1,Grapes,CA_Zone2,test,82,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00700603848657,36.85068876442144]}"
248,1,Grapes,CA_Zone2,test,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05632354758474,36.65072378217644]}"
249,1,Grapes,CA_Zone2,test,72,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11372589423998,36.888956995524936]}"
251,1,Grapes,CA_Zone2,test,98,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.39103582244766,36.54050049681497]}"
253,1,Grapes,CA_Zone2,test,71,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11588185092185,36.86281602075705]}"
254,1,Grapes,CA_Zone2,test,60,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01589935979936,36.5008847927853]}"
255,1,Grapes,CA_Zone2,test,78,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05659304216996,36.84637685105767]}"
256,1,Grapes,CA_Zone2,test,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0094314897537,36.60571818644205]}"
257,1,Grapes,CA_Zone2,test,76,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07761361981838,36.87763822294502]}"
258,1,Grapes,CA_Zone2,test,110,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36516434226502,36.481211688063084]}"
259,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.21451686911819,36.83047667052875]}"
263,1,Grapes,CA_Zone2,test,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27003275367677,36.779003204748705]}"
265,1,Grapes,CA_Zone2,test,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10995297004666,36.78331511811248]}"
267,1,Grapes,CA_Zone2,test,77,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07249322269888,36.8277817246764]}"
269,1,Grapes,CA_Zone2,test,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03638094827728,36.56583298782714]}"
271,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.18244701347513,36.843142916034836]}"
273,1,Grapes,CA_Zone2,test,81,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01158744643558,36.849341291495264]}"
274,1,Grapes,CA_Zone2,test,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14929917949111,36.87090085831413]}"
277,1,Grapes,CA_Zone2,test,106,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35411506427036,36.48228966640403]}"
279,1,Grapes,CA_Zone2,test,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27299719411437,36.791399955669554]}"
283,1,Grapes,CA_Zone2,test,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11318690506951,36.8894959846954]}"
284,1,Grapes,CA_Zone2,test,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.15576704953676,36.83263262721064]}"
285,1,Grapes,CA_Zone2,test,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29563473927418,36.62727775326091]}"
286,1,Grapes,CA_Zone2,test,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.01805531648125,36.42704327643068]}"
288,1,Grapes,CA_Zone2,test,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13232102062125,36.67497829484766]}"
289,1,Grapes,CA_Zone2,test,49,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.29752120137083,36.628086237016625]}"
290,1,Grapes,CA_Zone2,test,74,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05120315046526,36.80999508205083]}"
291,1,Grapes,CA_Zone2,test,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46972824133654,36.758252121685544]}"
292,1,Grapes,CA_Zone2,test,117,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.35330658051464,36.46073009958516]}"
293,1,Grapes,CA_Zone2,test,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22772210379475,36.79032197732861]}"
