pixel_id,label,class_name,zone,split,elevation,landforms,.geo
57,2,Rice,CA_Zone1,test,28,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77165658261097,39.435950320589015]}"
58,2,Rice,CA_Zone1,test,17,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70401344171677,39.13869779307386]}"
59,2,Rice,CA_Zone1,test,9,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78324484977611,39.00044707084787]}"
60,2,Rice,CA_Zone1,test,16,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72206957892757,39.161065843648444]}"
61,2,Rice,CA_Zone1,test,33,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69781506625634,39.45562342531123]}"
62,2,Rice,CA_Zone1,test,24,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7102118171772,39.303358984652974]}"
64,2,Rice,CA_Zone1,test,20,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7651887125653,39.29204021207306]}"
66,2,Rice,CA_Zone1,test,17,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51887066165973,39.05111205287221]}"
67,2,Rice,CA_Zone1,test,19,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9101767994222,39.34405266702359]}"
68,2,Rice,CA_Zone1,test,28,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54689809852425,39.32680501356849]}"
70,2,Rice,CA_Zone1,test,22,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73877824321218,39.32788299190943]}"
71,2,Rice,CA_Zone1,test,22,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77704647431568,39.38232089812708]}"
72,2,Rice,CA_Zone1,test,25,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56198979529746,39.266977215646136]}"
73,2,Rice,CA_Zone1,test,19,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92284304492827,39.3952566382184]}"
79,2,Rice,CA_Zone1,test,21,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50620441615365,39.11848569918118]}"
80,2,Rice,CA_Zone1,test,24,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85493040944884,39.4561624144817]}"
81,2,Rice,CA_Zone1,test,16,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90829033732554,39.37531403891094]}"
82,2,Rice,CA_Zone1,test,21,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56333726822365,39.28233840700457]}"
83,2,Rice,CA_Zone1,test,26,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80857734078828,39.46316927369784]}"
84,2,Rice,CA_Zone1,test,12,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79267716025936,39.136272341806745]}"
85,2,Rice,CA_Zone1,test,22,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5336928638477,39.231134435809764]}"
87,2,Rice,CA_Zone1,test,19,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7471325753545,39.27748750447033]}"
89,2,Rice,CA_Zone1,test,23,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5584863656894,39.2276310062017]}"
90,2,Rice,CA_Zone1,test,21,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56980513826932,39.22816999537217]}"
91,2,Rice,CA_Zone1,test,20,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54959304437662,39.200412053092876]}"
92,2,Rice,CA_Zone1,test,23,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74901903745115,39.32923046483562]}"
93,2,Rice,CA_Zone1,test,25,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89939701601276,39.46855916540255]}"
94,2,Rice,CA_Zone1,test,24,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7689616367586,39.48661530261336]}"
95,2,Rice,CA_Zone1,test,6,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72180008434233,39.094770175680424]}"
98,2,Rice,CA_Zone1,test,10,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.99614557211243,39.148399598142355]}"
100,2,Rice,CA_Zone1,test,25,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90640387522889,39.41385176459967]}"
105,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85708636613073,39.432177396395716]}"
106,2,Rice,CA_Zone1,test,32,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5261470154611,39.28745880412406]}"
110,2,Rice,CA_Zone1,test,18,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90802084274031,39.33111692693227]}"
113,2,Rice,CA_Zone1,test,26,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.528302972143,39.2532329917991]}"
114,2,Rice,CA_Zone1,test,16,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5366573042853,39.09908208904419]}"
117,2,Rice,CA_Zone1,test,25,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91987860449069,39.49092721597712]}"
119,2,Rice,CA_Zone1,test,25,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8252860050729,39.42247559132722]}"
120,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8223215646353,39.367498695939105]}"
121,2,Rice,CA_Zone1,test,27,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8072298678621,39.46370826286831]}"
122,2,Rice,CA_Zone1,test,19,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57384755704784,39.17615754042165]}"
123,2,Rice,CA_Zone1,test,25,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86301524700592,39.4704456274992]}"
125,2,Rice,CA_Zone1,test,17,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86490170910257,39.27937396656698]}"
126,2,Rice,CA_Zone1,test,21,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84226416394276,39.42624851552053]}"
127,2,Rice,CA_Zone1,test,16,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95356542764517,39.316294724744296]}"
128,2,Rice,CA_Zone1,test,11,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84226416394276,39.12333660171542]}"
132,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55282697939944,39.20526295562712]}"
134,2,Rice,CA_Zone1,test,29,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80237896532785,39.441609706878964]}"
136,2,Rice,CA_Zone1,test,7,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98132336992447,39.01580826220631]}"
137,2,Rice,CA_Zone1,test,12,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78324484977611,39.129534977175844]}"
138,2,Rice,CA_Zone1,test,6,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89912752142752,39.00233353294452]}"
139,2,Rice,CA_Zone1,test,20,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.761415788372,39.30524544674962]}"
141,2,Rice,CA_Zone1,test,27,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82124358629436,39.49011873222142]}"
145,2,Rice,CA_Zone1,test,22,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55552192525181,39.28179941783411]}"
146,2,Rice,CA_Zone1,test,6,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87783744919389,39.022545626837214]}"
147,2,Rice,CA_Zone1,test,27,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54851506603568,39.28665032036835]}"
148,2,Rice,CA_Zone1,test,20,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83256235887427,39.40037703533788]}"
149,2,Rice,CA_Zone1,test,17,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54150820681954,39.057310428332634]}"
150,2,Rice,CA_Zone1,test,28,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51024683493219,39.221163136156036]}"
151,2,Rice,CA_Zone1,test,24,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91583618571215,39.489040753880474]}"
152,2,Rice,CA_Zone1,test,19,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55633040900751,39.24487865965679]}"
153,2,Rice,CA_Zone1,test,32,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75629539125252,39.47610501378915]}"
155,2,Rice,CA_Zone1,test,20,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85897282822738,39.35564093418873]}"
156,2,Rice,CA_Zone1,test,31,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75629539125252,39.45131151194745]}"
157,2,Rice,CA_Zone1,test,35,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69404214206304,39.4990120535342]}"
159,2,Rice,CA_Zone1,test,20,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9072123589846,39.35456295584778]}"
161,2,Rice,CA_Zone1,test,14,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5358488205296,39.0247015835191]}"
162,2,Rice,CA_Zone1,test,28,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78728726855465,39.404688948701654]}"
163,2,Rice,CA_Zone1,test,11,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70778636591007,39.08803281104952]}"
164,2,Rice,CA_Zone1,test,9,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87702896543819,39.039254291121836]}"
165,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82717246716955,39.404688948701654]}"
166,2,Rice,CA_Zone1,test,26,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51401975912549,39.24730411092391]}"
167,2,Rice,CA_Zone1,test,12,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87999340587578,39.13061295551679]}"
168,2,Rice,CA_Zone1,test,17,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.528302972143,39.05353750413933]}"
169,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84064719643135,39.40495844328689]}"
171,2,Rice,CA_Zone1,test,21,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80857734078828,39.36507324467198]}"
174,2,Rice,CA_Zone1,test,25,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83660477765281,39.477452486715336]}"
175,2,Rice,CA_Zone1,test,17,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.92984990414442,39.37261909305859]}"
176,2,Rice,CA_Zone1,test,26,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74874954286591,39.44080122312326]}"
178,2,Rice,CA_Zone1,test,8,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7463240915988,39.01473028386537]}"
179,2,Rice,CA_Zone1,test,14,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98267084285064,39.16160483281891]}"
181,2,Rice,CA_Zone1,test,15,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7320408785813,39.15729291945514]}"
182,2,Rice,CA_Zone1,test,25,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73635279194507,39.35779689087062]}"
183,2,Rice,CA_Zone1,test,13,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73365784609271,39.06296981462259]}"
185,2,Rice,CA_Zone1,test,10,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9966845612829,39.11659923708453]}"
187,2,Rice,CA_Zone1,test,23,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8719085683187,39.42247559132722]}"
188,2,Rice,CA_Zone1,test,15,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91448871278597,39.41600772128156]}"
189,2,Rice,CA_Zone1,test,15,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72934593272893,39.1780440025183]}"
190,2,Rice,CA_Zone1,test,10,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71748817097856,39.01526927303584]}"
191,2,Rice,CA_Zone1,test,20,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91502770195643,39.44646060941321]}"
193,2,Rice,CA_Zone1,test,21,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90209196186512,39.46936764915826]}"
194,2,Rice,CA_Zone1,test,28,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70859484966577,39.43487234224807]}"
196,2,Rice,CA_Zone1,test,34,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58947824299153,39.38582432773514]}"
198,2,Rice,CA_Zone1,test,21,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53126741258058,39.107436421186506]}"
199,2,Rice,CA_Zone1,test,18,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91960910990545,39.34216620492694]}"
201,2,Rice,CA_Zone1,test,15,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95572138432706,39.221432630741276]}"
203,2,Rice,CA_Zone1,test,12,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95545188974182,39.28368587993076]}"
204,2,Rice,CA_Zone1,test,12,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71102030093289,39.0856073597824]}"
208,2,Rice,CA_Zone1,test,14,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98401831577681,39.16160483281891]}"
209,2,Rice,CA_Zone1,test,30,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70455243088723,39.45373696321458]}"
210,2,Rice,CA_Zone1,test,17,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94116867672432,39.36076133130821]}"
211,2,Rice,CA_Zone1,test,33,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69970152835299,39.49496963475566]}"
212,2,Rice,CA_Zone1,test,24,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77003961509955,39.43891476102661]}"
214,2,Rice,CA_Zone1,test,31,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52722499380204,39.28126042866363]}"
215,2,Rice,CA_Zone1,test,24,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76869214217336,39.41358227001444]}"
216,2,Rice,CA_Zone1,test,35,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71721867639332,39.4809559163234]}"
217,2,Rice,CA_Zone1,test,27,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71425423595574,39.43541133141854]}"
218,2,Rice,CA_Zone1,test,9,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7306934056551,39.02146764849627]}"
220,2,Rice,CA_Zone1,test,23,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74767156452498,39.330577937761795]}"
221,2,Rice,CA_Zone1,test,17,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.96569268398078,39.204184977286175]}"
222,2,Rice,CA_Zone1,test,19,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51509773746642,39.007453930064]}"
223,2,Rice,CA_Zone1,test,21,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.97458600529356,39.371810609302884]}"
224,2,Rice,CA_Zone1,test,24,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55983383861559,39.3028199954825]}"
227,2,Rice,CA_Zone1,test,27,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51159430785836,39.21253930942849]}"
228,2,Rice,CA_Zone1,test,20,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56468474114982,39.22816999537217]}"
229,2,Rice,CA_Zone1,test,11,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77785495807139,39.12630104215302]}"
231,2,Rice,CA_Zone1,test,12,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8975105539161,39.00610645713782]}"
232,2,Rice,CA_Zone1,test,28,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77300405553714,39.44457414731656]}"
233,2,Rice,CA_Zone1,test,22,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77677697973044,39.37962595227472]}"
235,2,Rice,CA_Zone1,test,17,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.97701145656069,39.27021115066896]}"
239,2,Rice,CA_Zone1,test,18,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86193726866497,39.34216620492694]}"
241,2,Rice,CA_Zone1,test,17,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86112878490927,39.344591656194055]}"
243,2,Rice,CA_Zone1,test,11,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52857246672822,39.062161330866886]}"
245,2,Rice,CA_Zone1,test,29,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7576428641787,39.495778118511375]}"
246,2,Rice,CA_Zone1,test,29,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76249376671294,39.48850176471001]}"
247,2,Rice,CA_Zone1,test,21,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82663347799908,39.40253299201977]}"
248,2,Rice,CA_Zone1,test,27,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76087679920153,39.44753858775415]}"
249,2,Rice,CA_Zone1,test,22,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50728239449458,39.22439707117887]}"
252,2,Rice,CA_Zone1,test,17,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5803154270935,39.17184562705788]}"
253,2,Rice,CA_Zone1,test,23,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87244755748918,39.44322667439038]}"
255,2,Rice,CA_Zone1,test,23,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90855983191078,39.46316927369784]}"
256,2,Rice,CA_Zone1,test,8,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.97458600529356,39.063508803793056]}"
257,2,Rice,CA_Zone1,test,18,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52291308043826,39.001255554603574]}"
259,2,Rice,CA_Zone1,test,7,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94386362257669,39.030630464394285]}"
261,2,Rice,CA_Zone1,test,9,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95248744930421,39.210383352746604]}"
262,2,Rice,CA_Zone1,test,18,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86328474159114,39.27991295573745]}"
263,2,Rice,CA_Zone1,test,16,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56010333320081,39.202029020604286]}"
264,2,Rice,CA_Zone1,test,22,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56495423573506,39.24218371380444]}"
269,2,Rice,CA_Zone1,test,21,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70212697962012,39.25889237808906]}"
270,2,Rice,CA_Zone1,test,9,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72341705185374,39.043296709900375]}"
271,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74955802662163,39.31198281138052]}"
272,2,Rice,CA_Zone1,test,23,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.928232936633,39.49712559143755]}"
273,2,Rice,CA_Zone1,test,31,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.68272336948313,39.44376566356085]}"
276,2,Rice,CA_Zone1,test,23,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8605897957388,39.44322667439038]}"
278,2,Rice,CA_Zone1,test,29,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75656488583775,39.462899779112604]}"
280,2,Rice,CA_Zone1,test,20,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56872715992836,39.19151873178009]}"
281,2,Rice,CA_Zone1,test,8,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74066470530883,39.01715573513249]}"
283,2,Rice,CA_Zone1,test,9,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.99911001255003,39.107166926601266]}"
284,2,Rice,CA_Zone1,test,23,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82447752131719,39.40388046494594]}"
285,2,Rice,CA_Zone1,test,17,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90209196186512,39.36399526633104]}"
287,2,Rice,CA_Zone1,test,22,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84172517477228,39.43729779351519]}"
288,2,Rice,CA_Zone1,test,27,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84765405564747,39.48661530261336]}"
289,2,Rice,CA_Zone1,test,30,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55228799022898,39.21577324445132]}"
290,2,Rice,CA_Zone1,test,26,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81800965127152,39.45077252277699]}"
292,2,Rice,CA_Zone1,test,24,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78728726855465,39.409000862065426]}"
