pixel_id,label,class_name,zone,split,time_step,DOY,year,is_missing,B2_Blue,B3_Green,B4_Red,B5_RedEdge1,B6_RedEdge2,B7_RedEdge3,B8_NIR,B8A_RedEdge4,B11_SWIR1,B12_SWIR2,.geo
13,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0886,0.1252,0.1764,0.1949,0.2088,0.2291,0.2565,0.2606,0.4075,0.3311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62465803174605,39.02187271110369]}"
14,1,Grapes,CA_Zone1,val,19,190,2021,0,0.0551,0.0822,0.1374,0.1587,0.1701,0.1957,0.2248,0.2347,0.4056,0.3171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62411904257557,39.02133372193322]}"
15,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0557,0.083,0.1334,0.1618,0.1748,0.2004,0.2254,0.2403,0.4061,0.3176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62384954799033,39.02133372193322]}"
16,1,Grapes,CA_Zone1,train,19,190,2021,0,0.0617,0.0896,0.1416,0.1627,0.1775,0.2002,0.229,0.2384,0.4029,0.3186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62438853716081,39.02133372193322]}"
17,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0944,0.15,0.2438,0.284,0.3154,0.3443,0.3908,0.3957,0.4338,0.2682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56186579338609,39.43797235070785]}"
18,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0886,0.1368,0.2222,0.2618,0.2947,0.3326,0.3617,0.3677,0.4306,0.2878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56132680421562,39.43770285612261]}"
19,1,Grapes,CA_Zone1,val,19,190,2021,0,0.0667,0.098,0.1504,0.1777,0.1858,0.2083,0.2364,0.2488,0.4054,0.3214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62438853716081,39.02187271110369]}"
20,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0638,0.0912,0.1454,0.1658,0.1761,0.1982,0.2358,0.2448,0.4062,0.3225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62438853716081,39.02106422734798]}"
21,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0656,0.0968,0.1494,0.1794,0.1918,0.2165,0.2445,0.2564,0.4123,0.3281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62492752633128,39.02187271110369]}"
22,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0662,0.0938,0.1462,0.1648,0.1784,0.2036,0.233,0.2432,0.401,0.3176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62411904257557,39.02187271110369]}"
23,1,Grapes,CA_Zone1,train,19,190,2021,0,0.0638,0.0942,0.1128,0.1427,0.1857,0.2029,0.2161,0.2168,0.2375,0.1917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.63166489096218,39.03157451617218]}"
24,1,Grapes,CA_Zone1,val,19,190,2021,0,0.0574,0.086,0.1362,0.1613,0.1738,0.1987,0.2284,0.2416,0.4076,0.3188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62384954799033,39.02160321651845]}"
25,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0618,0.0922,0.1492,0.1758,0.193,0.212,0.2436,0.256,0.4167,0.3268,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62492752633128,39.02106422734798]}"
26,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0602,0.0902,0.1404,0.1665,0.183,0.2003,0.2248,0.2406,0.4043,0.3186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62411904257557,39.02106422734798]}"
27,1,Grapes,CA_Zone1,test,19,190,2021,0,0.1358,0.1864,0.2558,0.30885,0.32125,0.35115,0.3582,0.3918,0.4904,0.38335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78258185869426,39.19515772941034]}"
28,1,Grapes,CA_Zone1,test,19,190,2021,0,0.0554,0.0786,0.1304,0.1621,0.1745,0.2011,0.2248,0.242,0.4106,0.3227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.6235800534051,39.02187271110369]}"
29,1,Grapes,CA_Zone1,train,19,190,2021,0,0.0621,0.0902,0.1412,0.1648,0.1789,0.2038,0.2329,0.2408,0.405,0.3202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62438853716081,39.02160321651845]}"
30,2,Rice,CA_Zone1,test,19,190,2021,0,0.0154,0.0264,0.0119,0.0396,0.2467,0.4365,0.4692,0.4687,0.1118,0.0453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89954250868662,39.38838534702445]}"
31,2,Rice,CA_Zone1,val,19,190,2021,0,0.0104,0.0241,0.0117,0.0421,0.1903,0.2895,0.3129,0.2969,0.1002,0.0493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.70308095604967,39.23100050924671]}"
32,2,Rice,CA_Zone1,test,19,190,2021,0,0.0149,0.0401,0.02055,0.06075,0.2498,0.3902,0.4008,0.40155,0.1187,0.05585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73272536042562,39.11484834301006]}"
33,2,Rice,CA_Zone1,test,19,190,2021,0,0.0128,0.0288,0.013,0.0427,0.2721,0.4832,0.5148,0.5093,0.1338,0.0559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.906818862488,39.39539220624059]}"
34,2,Rice,CA_Zone1,test,19,190,2021,0,0.018,0.0332,0.0161,0.0522,0.2471,0.4093,0.442,0.4298,0.1192,0.0519,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56132680421562,39.29487072594761]}"
35,2,Rice,CA_Zone1,test,19,190,2021,0,0.0147,0.0283,0.0206,0.0428,0.2315,0.4209,0.4443,0.4418,0.1387,0.0666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53922824822628,39.254177043576995]}"
36,2,Rice,CA_Zone1,test,19,190,2021,0,0.0158,0.0289,0.0149,0.0487,0.252,0.4416,0.4683,0.4648,0.1358,0.0604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69176218346978,39.49591368653356]}"
37,2,Rice,CA_Zone1,test,19,190,2021,0,0.01495,0.02755,0.0124,0.0455,0.19455,0.2969,0.3145,0.30295,0.10735,0.0499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81546019809304,39.43958931821926]}"
38,2,Rice,CA_Zone1,test,19,190,2021,0,0.0112,0.0249,0.0112,0.0411,0.2182,0.3442,0.3571,0.3626,0.1173,0.051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7046979235611,39.21456133954732]}"
39,2,Rice,CA_Zone1,val,19,190,2021,0,0.0112,0.0288,0.0093,0.0454,0.2725,0.4741,0.4972,0.4989,0.1321,0.0577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72248456618667,39.38299545531974]}"
40,2,Rice,CA_Zone1,train,19,190,2021,0,0.0117,0.0255,0.0126,0.0351,0.2269,0.3515,0.3771,0.369,0.1272,0.0665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50608041424228,39.28894184507242]}"
41,2,Rice,CA_Zone1,test,19,190,2021,0,0.01405,0.03285,0.0203,0.05485,0.20435,0.2967,0.2879,0.3081,0.10395,0.0512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79174467459228,39.12913155602756]}"
42,2,Rice,CA_Zone1,test,19,190,2021,0,0.0179,0.04005,0.01565,0.0591,0.29825,0.49375,0.51855,0.5207,0.151,0.06425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74862554095454,39.374371628592186]}"
43,2,Rice,CA_Zone1,val,19,190,2021,0,0.01565,0.0355,0.01545,0.0544,0.2384,0.3632,0.3626,0.3702,0.11615,0.05415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82058059521252,39.450908090799174]}"
44,2,Rice,CA_Zone1,train,19,190,2021,0,0.0088,0.0244,0.0109,0.0368,0.2408,0.4084,0.42,0.4217,0.1023,0.0438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89603907907855,39.359818920989454]}"
45,2,Rice,CA_Zone1,test,19,190,2021,0,0.01575,0.03065,0.01665,0.0531,0.1695,0.22515,0.2315,0.2228,0.09445,0.0475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83917572159379,39.089246357412655]}"
46,2,Rice,CA_Zone1,train,19,190,2021,0,0.0281,0.0494,0.0318,0.0772,0.1491,0.1801,0.1822,0.1806,0.0865,0.0459,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.68017391630464,39.44740466119111]}"
47,2,Rice,CA_Zone1,test,19,190,2021,0,0.01415,0.02695,0.0116,0.0459,0.26745,0.48845,0.51295,0.51935,0.1433,0.0631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7618307756311,39.34957812675049]}"
48,2,Rice,CA_Zone1,test,19,190,2021,0,0.0143,0.02985,0.01215,0.05155,0.2517,0.4131,0.4098,0.4257,0.1211,0.05295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81033980097355,39.41210087052521]}"
49,2,Rice,CA_Zone1,test,19,190,2021,0,0.01165,0.03165,0.0167,0.05235,0.23345,0.38505,0.40935,0.4086,0.12825,0.0614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74296615466459,39.08762938990124]}"
50,2,Rice,CA_Zone1,test,19,190,2021,0,0.0088,0.0165,0.0085,0.0332,0.1554,0.2406,0.2248,0.2438,0.0953,0.0432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52009413267453,39.04612722377492]}"
51,2,Rice,CA_Zone1,test,19,190,2021,0,0.0403,0.0714,0.081,0.1754,0.2837,0.3421,0.3351,0.3726,0.2878,0.1698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.6769399812818,39.43581639402596]}"
52,2,Rice,CA_Zone1,test,19,190,2021,0,0.0142,0.0247,0.0117,0.0379,0.2134,0.3765,0.402,0.3949,0.1113,0.0463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54165369949341,39.28436043712341]}"
53,2,Rice,CA_Zone1,test,19,190,2021,0,0.0139,0.0265,0.0114,0.0409,0.2429,0.4042,0.4196,0.4216,0.1223,0.051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85318944002606,39.41237036511044]}"
54,2,Rice,CA_Zone1,train,19,190,2021,0,0.0169,0.0285,0.0141,0.0468,0.2473,0.4239,0.444,0.4419,0.1184,0.0505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56375225548274,39.200817115700296]}"
55,2,Rice,CA_Zone1,test,19,190,2021,0,0.01085,0.02365,0.0093,0.04,0.21235,0.3576,0.37085,0.37195,0.10795,0.04805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73164738208469,39.43096549149172]}"
56,2,Rice,CA_Zone1,test,19,190,2021,0,0.01455,0.0349,0.01595,0.0538,0.2583,0.4134,0.42645,0.4413,0.137,0.06335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74889503553977,39.31777776569266]}"
57,2,Rice,CA_Zone1,test,19,190,2021,0,0.0144,0.02925,0.01175,0.04535,0.2676,0.45565,0.4758,0.47485,0.13975,0.05975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77153258069958,39.436085888611196]}"
58,2,Rice,CA_Zone1,test,19,190,2021,0,0.011,0.025,0.0113,0.0428,0.2552,0.4425,0.4497,0.4543,0.1296,0.0603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7038894398054,39.138563866510815]}"
59,2,Rice,CA_Zone1,test,19,190,2021,0,0.0125,0.032,0.01325,0.04775,0.2901,0.51165,0.53725,0.5293,0.17465,0.0834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78312084786474,39.00031314428482]}"
60,2,Rice,CA_Zone1,test,19,190,2021,0,0.0152,0.0272,0.0135,0.045,0.2402,0.4169,0.4444,0.4354,0.1272,0.0551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72194557701619,39.16093191708539]}"
61,2,Rice,CA_Zone1,test,19,190,2021,0,0.0148,0.0311,0.0134,0.0509,0.2584,0.4042,0.4136,0.4117,0.1298,0.0587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.69769106434497,39.45548949874818]}"
62,2,Rice,CA_Zone1,test,19,190,2021,0,0.0146,0.0297,0.0131,0.0544,0.2354,0.3593,0.375,0.3709,0.1185,0.0541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71008781526581,39.303494552675154]}"
63,2,Rice,CA_Zone1,train,19,190,2021,0,0.015,0.0354,0.0165,0.0647,0.2153,0.2707,0.2778,0.268,0.1021,0.0492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94912951237002,39.02214220568892]}"
64,2,Rice,CA_Zone1,test,19,190,2021,0,0.0119,0.0296,0.01515,0.05145,0.1957,0.2694,0.27425,0.2596,0.09845,0.0462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76506471065393,39.29190628551002]}"
65,2,Rice,CA_Zone1,train,19,190,2021,0,0.014,0.02835,0.0122,0.0443,0.2402,0.4186,0.42295,0.4345,0.1236,0.05745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7941701258594,39.3894633253654]}"
66,2,Rice,CA_Zone1,test,19,190,2021,0,0.0115,0.0287,0.012,0.0449,0.2472,0.4265,0.4413,0.4457,0.1307,0.0647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51874665974836,39.051247620894394]}"
67,2,Rice,CA_Zone1,test,19,190,2021,0,0.0125,0.0261,0.0116,0.0419,0.2337,0.428,0.4568,0.4539,0.1155,0.0458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91005279751082,39.34418823504577]}"
68,2,Rice,CA_Zone1,test,19,190,2021,0,0.0186,0.0356,0.0296,0.058,0.2032,0.3076,0.3232,0.3259,0.1327,0.0676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54677409661288,39.32694058159068]}"
69,2,Rice,CA_Zone1,val,19,190,2021,0,0.0114,0.0237,0.0094,0.0396,0.2208,0.3598,0.3761,0.3708,0.1057,0.0445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53276037818063,39.281395996685816]}"
70,2,Rice,CA_Zone1,test,19,190,2021,0,0.00975,0.0261,0.00965,0.0358,0.2523,0.4372,0.4583,0.4618,0.13325,0.0594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73865424130081,39.32774906534638]}"
71,2,Rice,CA_Zone1,test,19,190,2021,0,0.01535,0.0304,0.0134,0.05245,0.2613,0.44645,0.48405,0.4796,0.13295,0.05495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77692247240431,39.382456466149264]}"
72,2,Rice,CA_Zone1,test,19,190,2021,0,0.019,0.0508,0.0219,0.0795,0.2666,0.3318,0.3451,0.3375,0.1318,0.0597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56186579338609,39.266843289083084]}"
73,2,Rice,CA_Zone1,test,19,190,2021,0,0.0197,0.0306,0.0162,0.0848,0.2194,0.3196,0.3696,0.3203,0.1464,0.0836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9227190430169,39.39512271165535]}"
74,2,Rice,CA_Zone1,train,19,190,2021,0,0.01165,0.02795,0.01225,0.0517,0.25905,0.42955,0.4518,0.46265,0.12615,0.0546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7588663351935,39.339876321682]}"
75,2,Rice,CA_Zone1,train,19,190,2021,0,0.0225,0.0575,0.025,0.1068,0.3989,0.5375,0.5128,0.5549,0.1762,0.0784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52521452979401,39.02618462446746]}"
76,2,Rice,CA_Zone1,val,19,190,2021,0,0.01845,0.0311,0.02275,0.0519,0.17215,0.2391,0.23315,0.2424,0.10725,0.04905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8340553244743,39.09005484116836]}"
77,2,Rice,CA_Zone1,val,19,190,2021,0,0.0308,0.0672,0.0324,0.1139,0.3815,0.4968,0.514,0.5155,0.2002,0.0904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.68933673220265,39.46357433630526]}"
78,2,Rice,CA_Zone1,train,19,190,2021,0,0.0162,0.0365,0.015,0.0527,0.2379,0.3338,0.3372,0.3384,0.1392,0.0678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60202048658624,39.38137848780832]}"
79,2,Rice,CA_Zone1,test,19,190,2021,0,0.0133,0.027,0.0119,0.0466,0.2385,0.3955,0.4141,0.4186,0.1169,0.051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50608041424228,39.11835177261813]}"
80,2,Rice,CA_Zone1,test,19,190,2021,0,0.0139,0.0292,0.0124,0.0441,0.2435,0.3967,0.3988,0.4055,0.1181,0.0494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85480640753747,39.45602848791865]}"
81,2,Rice,CA_Zone1,test,19,190,2021,0,0.0153,0.0308,0.0124,0.0451,0.2639,0.4188,0.44,0.4377,0.115,0.0473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90816633541417,39.3751801123479]}"
82,2,Rice,CA_Zone1,test,19,190,2021,0,0.0367,0.0668,0.0486,0.1231,0.2555,0.3612,0.4333,0.3528,0.194,0.1261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56321326631227,39.28247397502676]}"
83,2,Rice,CA_Zone1,test,19,190,2021,0,0.01535,0.0307,0.0135,0.0489,0.27025,0.4505,0.4636,0.4691,0.1231,0.05195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8084533388769,39.463035347134785]}"
84,2,Rice,CA_Zone1,test,19,190,2021,0,0.0148,0.03165,0.0155,0.04955,0.2322,0.3662,0.3787,0.384,0.12405,0.05655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79255315834799,39.136407909828925]}"
85,2,Rice,CA_Zone1,test,19,190,2021,0,0.0138,0.0282,0.0143,0.0446,0.2415,0.436,0.4663,0.4657,0.119,0.0491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53356886193633,39.231270003831945]}"
86,2,Rice,CA_Zone1,train,19,190,2021,0,0.0102,0.0261,0.0104,0.0463,0.2364,0.3639,0.3828,0.3856,0.1205,0.0521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.95344142573379,39.373832639421714]}"
87,2,Rice,CA_Zone1,test,19,190,2021,0,0.00965,0.0296,0.01275,0.0506,0.23795,0.3535,0.374,0.36755,0.11415,0.05505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74700857344313,39.27735357790728]}"
88,2,Rice,CA_Zone1,val,19,190,2021,0,0.0099,0.0252,0.0113,0.043,0.1866,0.262,0.268,0.2563,0.0991,0.0474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.98685875430304,39.16632180879011]}"
89,2,Rice,CA_Zone1,test,19,190,2021,0,0.0208,0.0415,0.0251,0.0729,0.2088,0.2554,0.2651,0.2674,0.1259,0.0631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55836236377803,39.227497079638646]}"
90,2,Rice,CA_Zone1,test,19,190,2021,0,0.0166,0.0287,0.014,0.0432,0.2231,0.3626,0.3663,0.3776,0.1118,0.047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56968113635793,39.22803606880912]}"
91,2,Rice,CA_Zone1,test,19,190,2021,0,0.0286,0.0661,0.0353,0.1131,0.307,0.3616,0.3817,0.3743,0.172,0.0839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54946904246525,39.200547621115064]}"
92,2,Rice,CA_Zone1,test,19,190,2021,0,0.00995,0.0236,0.00745,0.04205,0.2727,0.50095,0.5251,0.52215,0.13705,0.0589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74889503553977,39.3293660328578]}"
93,2,Rice,CA_Zone1,test,19,190,2021,0,0.0224,0.0406,0.0255,0.0627,0.2254,0.3186,0.2978,0.3201,0.1432,0.0681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89927301410138,39.4684252388395]}"
94,2,Rice,CA_Zone1,test,19,190,2021,0,0.0328,0.05805,0.05485,0.1423,0.28255,0.36665,0.3842,0.39475,0.2314,0.13725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76883763484723,39.48675087063554]}"
95,2,Rice,CA_Zone1,test,19,190,2021,0,0.0162,0.031,0.0142,0.0475,0.2434,0.408,0.4227,0.4231,0.1328,0.0599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72167608243096,39.09463624911737]}"
96,2,Rice,CA_Zone1,train,19,190,2021,0,0.0174,0.03,0.0129,0.0433,0.2321,0.374,0.3752,0.3917,0.119,0.0502,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.93403781559681,39.00031314428482]}"
97,2,Rice,CA_Zone1,test,19,190,2021,0,0.0187,0.0417,0.0234,0.0637,0.2413,0.3191,0.3276,0.3271,0.1406,0.0651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91032229209605,39.47085069010662]}"
98,2,Rice,CA_Zone1,test,19,190,2021,0,0.0157,0.0285,0.0154,0.0465,0.2325,0.3712,0.376,0.3738,0.1229,0.0563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.99602157020105,39.1482656715793]}"
99,2,Rice,CA_Zone1,train,19,190,2021,0,0.0119,0.0264,0.01255,0.0421,0.21095,0.35155,0.35275,0.3707,0.10815,0.0473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75697987309685,39.380300509467375]}"
100,2,Rice,CA_Zone1,test,19,190,2021,0,0.014,0.0278,0.0134,0.045,0.2665,0.4584,0.4832,0.479,0.122,0.0521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.90627987331752,39.413717838036625]}"
101,2,Rice,CA_Zone1,test,19,190,2021,0,0.0141,0.02825,0.01255,0.0459,0.26245,0.448,0.46455,0.4741,0.12335,0.05175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76156128104586,39.467347260498556]}"
102,2,Rice,CA_Zone1,test,19,190,2021,0,0.0145,0.03,0.0136,0.0476,0.2474,0.4216,0.4444,0.4432,0.1195,0.0499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91679016214171,39.489715311073134]}"
103,2,Rice,CA_Zone1,train,19,190,2021,0,0.0148,0.028,0.0128,0.045,0.2554,0.4559,0.47,0.4788,0.1296,0.0554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8857982848396,39.05448155591723]}"
104,2,Rice,CA_Zone1,train,19,190,2021,0,0.0117,0.0228,0.0102,0.0397,0.2498,0.4544,0.486,0.4847,0.1208,0.0487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.9227190430169,39.47677957098181]}"
105,2,Rice,CA_Zone1,test,19,190,2021,0,0.0113,0.031,0.0132,0.0475,0.2636,0.4185,0.4252,0.4308,0.1173,0.0522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85696236421936,39.432043469832664]}"
106,2,Rice,CA_Zone1,test,19,190,2021,0,0.0139,0.0281,0.0114,0.0428,0.2244,0.3643,0.3792,0.3832,0.1069,0.0477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52602301354972,39.287324877561005]}"
107,2,Rice,CA_Zone1,train,19,190,2021,0,0.0182,0.039,0.0267,0.1126,0.2381,0.3512,0.4132,0.3639,0.1867,0.1002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.91948510799408,39.347422170068604]}"
108,2,Rice,CA_Zone1,train,19,190,2021,0,0.0131,0.0255,0.0122,0.045,0.2409,0.415,0.4436,0.4458,0.1178,0.0501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53545532403298,39.281126502100584]}"
109,2,Rice,CA_Zone1,test,19,190,2021,0,0.0108,0.024,0.0103,0.0372,0.2227,0.3893,0.4108,0.4042,0.1128,0.047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55000803163571,39.2121358882802]}"
