pixel_id,class_name,zone,elevation,landforms,.geo
AR_Z2_00190,Corn,2,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81086556359986,34.29075969926605]}"
AR_Z2_00192,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62814823480996,34.11370175676608]}"
AR_Z2_00198,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73325112305193,34.072738579810235]}"
AR_Z2_00201,Corn,2,59,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52816574368745,34.347623056750805]}"
AR_Z2_00204,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6577926391859,34.12124760515269]}"
AR_Z2_00211,Corn,2,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89656484170486,34.32794995202859]}"
AR_Z2_00213,Corn,2,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.92998217027412,34.31339724442586]}"
AR_Z2_00214,Corn,2,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74672585231373,34.08863876033915]}"
AR_Z2_00215,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.92863469734793,34.31312774984062]}"
AR_Z2_00216,Corn,2,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.86206953479467,34.30558190145402]}"
AR_Z2_00220,Corn,2,66,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.00867458916298,34.31285825525538]}"
AR_Z2_00222,Corn,2,55,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72462729632439,34.09591511414052]}"
AR_Z2_00229,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9111175493076,34.192933164825426]}"
AR_Z2_00233,Corn,2,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.82110635783883,34.2896817209251]}"
AR_Z2_00235,Corn,2,56,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6548281987483,34.16059381459712]}"
AR_Z2_00236,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.90141574423912,34.33657377875613]}"
AR_Z2_00238,Corn,2,58,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81733343364552,34.277554464589485]}"
AR_Z2_00239,Corn,2,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78176014839438,34.018839662763064]}"
AR_Z2_00240,Corn,2,61,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.86584245898797,34.304503923113074]}"
AR_Z2_00241,Corn,2,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85694913767519,34.186195800194525]}"
AR_Z2_00245,Corn,2,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.66102657420872,34.03662630538863]}"
AR_Z2_00250,Corn,2,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5384065379264,34.00967684686505]}"
AR_Z2_00251,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70899661038071,34.04848406713901]}"
AR_Z2_00252,Corn,2,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9510027479225,34.321212587397696]}"
AR_Z2_00256,Corn,2,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75615816279698,34.10211348960094]}"
AR_Z2_00257,Corn,2,52,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51711646569278,34.093759157458635]}"
AR_Z2_00258,Corn,2,61,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85937458894232,34.309893814817784]}"
AR_Z2_00259,Corn,2,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.77825671878632,34.1363393019259]}"
AR_Z2_00261,Corn,2,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75211574401844,34.07785897692972]}"
AR_Z2_00267,Corn,2,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53813704334118,34.33495681124472]}"
AR_Z2_00269,Corn,2,58,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73837152017141,34.145502117823916]}"
AR_Z2_00275,Corn,2,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7682854191326,34.2182656558376]}"
AR_Z2_00280,Corn,2,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73432910139287,34.023421070712075]}"
AR_Z2_00282,Corn,2,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73810202558619,34.186195800194525]}"
AR_Z2_00283,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51172657398806,34.09483713579958]}"
AR_Z2_00286,Corn,2,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62033289183812,34.176224500540805]}"
AR_Z2_00288,Corn,2,60,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.82137585242405,34.30288695560166]}"
AR_Z2_00290,Corn,2,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56454751269429,34.33657377875613]}"
AR_Z2_00293,Corn,2,62,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.93375509446741,34.281327388782785]}"
AR_Z2_00296,Corn,2,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.817872422816,34.291837677606985]}"
AR_Z2_00297,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70953559955117,34.045789121286646]}"
AR_Z2_00298,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54164047294924,34.05495193718467]}"
AR_Z2_00299,Corn,2,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63785003987844,34.11370175676608]}"
AR_Z2_00300,Corn,2,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.82083686325359,34.33711276792661]}"
AR_Z2_00301,Corn,2,52,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51981141154513,34.09699309248146]}"
AR_Z2_00304,Corn,2,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.95369769377487,34.33307034914807]}"
AR_Z2_00305,Corn,2,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.99250491404882,34.342233165046096]}"
AR_Z2_00308,Corn,2,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76559047328024,34.023151576126835]}"
AR_Z2_00309,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64323993158315,34.11316276759561]}"
AR_Z2_00311,Corn,2,50,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58125617697891,33.992159698824715]}"
AR_Z2_00312,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73432910139287,34.02827197324632]}"
AR_Z2_00314,Corn,2,58,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.79200094263335,34.327141468272885]}"
AR_Z2_00317,Corn,2,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62733975105425,34.04713659421283]}"
AR_Z2_00320,Corn,2,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.87015437235175,34.321482081982936]}"
AR_Z2_00322,Corn,2,55,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75346321694462,34.18511782185359]}"
AR_Z2_00323,Corn,2,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54783884840967,34.32444652242053]}"
AR_Z2_00326,Corn,2,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78229913756486,34.004286955160325]}"
AR_Z2_00328,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.79577386682665,34.12879345353929]}"
AR_Z2_00331,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62248884851999,34.1115458000842]}"
AR_Z2_00334,Corn,2,56,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61925491349717,34.1686786521542]}"
AR_Z2_00338,Corn,2,55,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67207585220339,34.06168930181556]}"
AR_Z2_00342,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74187494977949,34.176224500540805]}"
AR_Z2_00344,Corn,2,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52358433573843,34.040399229581936]}"
AR_Z2_00345,Corn,2,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.01487296462341,34.33792125168232]}"
AR_Z2_00347,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.59311393872929,34.170295619665616]}"
AR_Z2_00348,Corn,2,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5510727834325,34.33711276792661]}"
AR_Z2_00358,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.83242513041873,34.285369807561324]}"
AR_Z2_00359,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5556541913815,34.05872486137797]}"
AR_Z2_00361,Corn,2,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.87904769366453,34.3325313599776]}"
AR_Z2_00362,Corn,2,50,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5758662852742,33.95739489732929]}"
AR_Z2_00365,Corn,2,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52088938988608,34.09699309248146]}"
AR_Z2_00366,Corn,2,53,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.65132476914023,33.99781908511467]}"
AR_Z2_00367,Corn,2,60,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58368162824604,34.32606348993194]}"
AR_Z2_00368,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85641014850472,34.304234428527835]}"
AR_Z2_00369,Corn,2,59,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8359285600268,34.350048508017935]}"
AR_Z2_00372,Corn,2,58,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8216453470093,34.298575042237886]}"
AR_Z2_00374,Corn,2,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.99250491404882,34.34115518670515]}"
AR_Z2_00377,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51792494944848,34.097262587066695]}"
AR_Z2_00379,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64593487743552,34.144963128653444]}"
AR_Z2_00380,Corn,2,56,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78741953468435,33.99566312843278]}"
AR_Z2_00384,Corn,2,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84913379470335,34.3392687246085]}"
AR_Z2_00385,Corn,2,57,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67234534678863,34.20209598072344]}"
AR_Z2_00388,Corn,2,57,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81005707984416,34.07004363395788]}"
AR_Z2_00389,Corn,2,53,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.512804552329,34.02827197324632]}"
AR_Z2_00391,Corn,2,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74214444436471,34.14792756909104]}"
AR_Z2_00393,Corn,2,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.59688686292259,34.01506673856976]}"
AR_Z2_00394,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8194893903274,34.32848894119906]}"
AR_Z2_00395,Corn,2,50,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58853253078028,33.98650031253476]}"
AR_Z2_00396,Corn,2,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.87096285610745,34.347623056750805]}"
AR_Z2_00399,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6329991373442,34.15412594455147]}"
AR_Z2_00402,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70630166452835,34.047675583383295]}"
AR_Z2_00403,Corn,2,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84913379470335,34.19508912150731]}"
AR_Z2_00404,Corn,2,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.91974137603515,34.1611328037676]}"
AR_Z2_00405,Corn,2,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.66857242259533,34.066809698935046]}"
AR_Z2_00410,Corn,2,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.98819300068506,34.304503923113074]}"
AR_Z2_00412,Corn,2,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69417440819274,34.04929255089472]}"
AR_Z2_00417,Corn,2,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61682946223004,34.1611328037676]}"
AR_Z2_00418,Corn,2,55,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.66183505796444,34.12367305641981]}"
AR_Z2_00419,Corn,2,54,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67450130347052,34.06249778557127]}"
AR_Z2_00420,Corn,2,52,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6577926391859,33.96898316449443]}"
AR_Z2_00422,Corn,2,61,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85748812684567,34.310702298573496]}"
AR_Z2_00426,Corn,2,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.97849119561657,34.344119627142746]}"
AR_Z2_00430,Corn,2,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68528108687995,34.08405735239014]}"
AR_Z2_00433,Corn,2,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.769902386644,34.21206728037717]}"
AR_Z2_00434,Corn,2,62,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84778632177718,34.29022071009557]}"
AR_Z2_00435,Corn,2,59,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.79200094263335,34.34169417587562]}"
AR_Z2_00436,Corn,2,53,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69336592443703,34.09268117911769]}"
AR_Z2_00437,Corn,2,54,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67180635761817,34.05683839928132]}"
AR_Z2_00440,Corn,2,59,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8615305456242,34.18754327312071]}"
AR_Z2_00187,Corn,2,51,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51334354149948,34.033661864951036]}"
AR_Z2_00223,Corn,2,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52142837905656,34.22742847173562]}"
AR_Z2_00246,Corn,2,56,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70630166452835,34.041477207922874]}"
AR_Z2_00268,Corn,2,62,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.95908758547958,34.171373598006554]}"
AR_Z2_00291,Corn,2,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.00597964331062,34.31312774984062]}"
AR_Z2_00292,Corn,2,53,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63192115900326,34.05117901299137]}"
AR_Z2_00407,Corn,2,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.57424931776278,34.33199237080713]}"
AR_Z2_00092,Corn,2,57,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71384751291495,34.08351836321967]}"
AR_Z2_00123,Corn,2,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.97417928225279,34.159515836256176]}"
AR_Z2_00128,Corn,2,58,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52169787364178,34.346006089239395]}"
AR_Z2_00158,Corn,2,59,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.82110635783883,34.283213850879434]}"
AR_Z2_00206,Corn,2,49,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51253505774378,34.01587522232547]}"
