pixel_id,class_name,zone,elevation,landforms,.geo
AR_Z1_00079,Corn,1,68,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48818613926228,35.7853766689841]}"
AR_Z1_00080,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48549119340991,35.691862047907264]}"
AR_Z1_00081,Corn,1,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54774444259941,35.77540536933037]}"
AR_Z1_00082,Corn,1,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30169588627906,35.64685645217287]}"
AR_Z1_00083,Corn,1,81,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74797891942964,35.453898329143996]}"
AR_Z1_00084,Corn,1,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50462530896166,35.58675915966528]}"
AR_Z1_00085,Corn,1,62,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50327783603548,35.59107107302905]}"
AR_Z1_00086,Corn,1,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48576068799515,35.59753894307471]}"
AR_Z1_00087,Corn,1,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60972819720365,35.70318082048716]}"
AR_Z1_00088,Corn,1,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3410420957235,35.71988948477179]}"
AR_Z1_00089,Corn,1,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65688974961992,35.667068546065565]}"
AR_Z1_00090,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34616249284298,35.82068045965]}"
AR_Z1_00091,Corn,1,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48845563384751,35.77810031518273]}"
AR_Z1_00092,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47983180711996,35.81825500838288]}"
AR_Z1_00093,Corn,1,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48468270965421,35.58999309468811]}"
AR_Z1_00094,Corn,1,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36637458673567,35.46333063962726]}"
AR_Z1_00095,Corn,1,71,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23027982119156,35.78968858234788]}"
AR_Z1_00096,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27851935194879,35.741449051590656]}"
AR_Z1_00097,Corn,1,75,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.68653415399586,35.70048587463481]}"
AR_Z1_00098,Corn,1,66,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24671899089095,35.62880031496207]}"
AR_Z1_00099,Corn,1,71,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61700455100502,35.778908798938446]}"
AR_Z1_00100,Corn,1,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59840942462374,35.718542011845614]}"
AR_Z1_00101,Corn,1,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32433343143887,35.72420139813556]}"
AR_Z1_00102,Corn,1,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24752747464666,35.72635735481745]}"
AR_Z1_00103,Corn,1,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6288623127554,35.70991818511806]}"
AR_Z1_00104,Corn,1,72,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59194155457809,35.846551939832636]}"
AR_Z1_00105,Corn,1,61,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63667765572724,35.478691830985696]}"
AR_Z1_00106,Corn,1,68,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62913180734063,35.633651217496315]}"
AR_Z1_00107,Corn,1,75,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75121285445248,35.53070428593622]}"
AR_Z1_00108,Corn,1,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32002151807511,35.849246885685005]}"
AR_Z1_00109,Corn,1,66,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42781935216945,35.76139165089811]}"
AR_Z1_00110,Corn,1,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.612423143056,35.732825224863106]}"
AR_Z1_00111,Corn,1,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62535888314733,35.63419020666679]}"
AR_Z1_00112,Corn,1,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60137386506133,35.56843352786924]}"
AR_Z1_00113,Corn,1,66,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27528541692595,35.76785952094377]}"
AR_Z1_00114,Corn,1,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21761357568548,35.70210284214622]}"
AR_Z1_00115,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29361104872198,35.780256271864616]}"
AR_Z1_00116,Corn,1,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58116177116865,35.6576362355823]}"
AR_Z1_00117,Corn,1,79,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73773812519069,35.482734249764235]}"
AR_Z1_00118,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21572711358883,35.54094508017518]}"
AR_Z1_00119,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50381682520596,35.73983208407924]}"
AR_Z1_00120,Corn,1,66,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4830657421428,35.7425270299316]}"
AR_Z1_00121,Corn,1,68,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21707458651501,35.71935049560132]}"
AR_Z1_00122,Corn,1,68,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2507614096695,35.7778308205975]}"
AR_Z1_00123,Corn,1,67,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51028469525161,35.76920699386995]}"
AR_Z1_00124,Corn,1,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50004390101266,35.666799051480325]}"
AR_Z1_00125,Corn,1,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6153875834936,35.620984971990225]}"
AR_Z1_00126,Corn,1,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63586917197152,35.627722336621126]}"
AR_Z1_00127,Corn,1,70,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62778433441446,35.76947648845518]}"
AR_Z1_00128,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49492350389318,35.549029917732256]}"
AR_Z1_00129,Corn,1,78,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75229083279342,35.77190193972231]}"
AR_Z1_00130,Corn,1,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55286483971888,35.766242553432356]}"
AR_Z1_00131,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35128288996246,35.67569237279311]}"
AR_Z1_00132,Corn,1,75,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75175184362294,35.46979850967291]}"
AR_Z1_00133,Corn,1,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57280743902633,35.68027378074212]}"
AR_Z1_00134,Corn,1,67,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28876014618774,35.784298690643155]}"
AR_Z1_00135,Corn,1,66,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47201646414813,35.756001759193396]}"
AR_Z1_00136,Corn,1,71,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58897711414049,35.84601295066217]}"
AR_Z1_00137,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46797404536959,35.78187323937604]}"
AR_Z1_00138,Corn,1,70,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48872512843275,35.85032486402594]}"
AR_Z1_00139,Corn,1,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56741754732163,35.83146024305944]}"
AR_Z1_00140,Corn,1,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65473379293803,35.77109345596661]}"
AR_Z1_00141,Corn,1,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58547368453242,35.796964936149244]}"
AR_Z1_00142,Corn,1,68,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25372585010709,35.71180464721471]}"
AR_Z1_00143,Corn,1,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64341502035813,35.47976980932664]}"
AR_Z1_00144,Corn,1,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57873631990152,35.77244092889278]}"
AR_Z1_00145,Corn,1,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57684985780487,35.6395800983715]}"
AR_Z1_00146,Corn,1,70,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58412621160625,35.79858190366066]}"
AR_Z1_00147,Corn,1,70,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53669516460474,35.84116204812793]}"
AR_Z1_00148,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29630599457435,35.718542011845614]}"
AR_Z1_00149,Corn,1,62,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.636408161142,35.48354273351994]}"
AR_Z1_00150,Corn,1,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56526159063974,35.71153515262948]}"
AR_Z1_00151,Corn,1,63,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47767585043808,35.58406421381292]}"
AR_Z1_00152,Corn,1,80,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73342621182691,35.50887522453212]}"
AR_Z1_00153,Corn,1,68,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54208505630945,35.74576096495443]}"
AR_Z1_00154,Corn,1,65,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52780184329195,35.74522197578396]}"
AR_Z1_00155,Corn,1,71,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78489967760696,35.56870302245447]}"
AR_Z1_00156,Corn,1,76,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74582296274775,35.76759002635853]}"
AR_Z1_00157,Corn,1,65,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48333523672804,35.68862811288443]}"
AR_Z1_00158,Corn,1,67,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54855292635511,35.74980338373297]}"
AR_Z1_00159,Corn,1,68,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21976953236737,35.71935049560132]}"
AR_Z1_00160,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48117928004615,35.737137138226885]}"
AR_Z1_00161,Corn,1,66,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32648938812076,35.72366240896509]}"
AR_Z1_00162,Corn,1,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65176935250044,35.6643736002132]}"
AR_Z1_00163,Corn,1,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59625346794186,35.758157715875285]}"
AR_Z1_00164,Corn,1,70,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5372341537752,35.807475224973444]}"
AR_Z1_00165,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60676375676606,35.720697968527496]}"
AR_Z1_00166,Corn,1,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56256664478738,35.60562378063179]}"
AR_Z1_00167,Corn,1,65,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47390292624478,35.75707973753434]}"
AR_Z1_00168,Corn,1,72,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49088108511464,35.844395983150754]}"
AR_Z1_00169,Corn,1,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58951610331096,35.60373731853514]}"
AR_Z1_00170,Corn,1,69,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53912061587185,35.83927558603128]}"
AR_Z1_00171,Corn,1,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4838742258985,35.765703564261884]}"
AR_Z1_00172,Corn,1,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5296883053886,35.62987829330301]}"
AR_Z1_00173,Corn,1,66,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36610509215043,35.60993569399556]}"
AR_Z1_00174,Corn,1,74,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74636195191823,35.59161006219952]}"
AR_Z1_00175,Corn,1,77,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73773812519069,35.49135807649178]}"
AR_Z1_00176,Corn,1,68,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55609877474171,35.75115085665915]}"
AR_Z1_00177,Corn,1,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.583856717021,35.65359381680377]}"
AR_Z1_00178,Corn,1,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65338632001186,35.716386055163724]}"
AR_Z1_00179,Corn,1,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27851935194879,35.613708618188866]}"
AR_Z1_00180,Corn,1,66,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.326758882706,35.82903479179231]}"
AR_Z1_00181,Corn,1,64,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38577819687265,35.59349652429617]}"
AR_Z1_00182,Corn,1,70,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4822572583871,35.845204466906466]}"
AR_Z1_00183,Corn,1,87,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5380426375309,35.79426999029688]}"
AR_Z1_00184,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33942512821208,35.763817102165234]}"
AR_Z1_00185,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54801393718463,35.643892011735275]}"
AR_Z1_00186,Corn,1,69,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64772693372191,35.699946885464335]}"
AR_Z1_00187,Corn,1,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55124787220747,35.75546277002292]}"
AR_Z1_00188,Corn,1,64,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3297233231436,35.65952269767896]}"
AR_Z1_00189,Corn,1,66,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29792296208576,35.716116560578484]}"
AR_Z1_00190,Corn,1,72,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55933270976455,35.84843840192929]}"
AR_Z1_00191,Corn,1,76,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.73827711436115,35.61155266150698]}"
AR_Z1_00192,Corn,1,75,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74205003855445,35.63877161461579]}"
AR_Z1_00193,Corn,1,70,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62266393729497,35.714499593067075]}"
AR_Z1_00194,Corn,1,71,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65796772796087,35.765703564261884]}"
AR_Z1_00195,Corn,1,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55879372059407,35.5996948997566]}"
AR_Z1_00196,Corn,1,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48333523672804,35.70156385297575]}"
AR_Z1_00197,Corn,1,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29334155413676,35.799659882001606]}"
AR_Z1_00198,Corn,1,67,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.579275309072,35.766242553432356]}"
AR_Z1_00199,Corn,1,63,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50435581437642,35.581369267960554]}"
AR_Z1_00200,Corn,1,67,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3620626733719,35.466564574650086]}"
AR_Z1_00201,Corn,1,71,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62320292646544,35.76085266172764]}"
AR_Z1_00202,Corn,1,69,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76522657288474,35.526392372572445]}"
AR_Z1_00203,Corn,1,65,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2839092436535,35.78591565815458]}"
AR_Z1_00204,Corn,1,67,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53400021875237,35.68647215620254]}"
