pixel_id,class_name,zone,lon,lat,soil_ph,soil_clay,soil_organic,.geo
00000000000000000021,Corn,2,-91.58584664211233,34.03366071672453,6.0,19,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5833181605361,34.032530005403416]}"
00000000000000000022,Corn,2,-91.51524123603207,34.09367129870181,6.2,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49348663212415,34.07744576960939]}"
00000000000000000023,Corn,2,-91.96062516745235,34.311422580444734,6.3,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9426442741839,34.30202459063928]}"
00000000000000000024,Corn,2,-91.57812347908776,33.97976356229154,6.0,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5833181605361,33.98761424119744]}"
00000000000000000025,Corn,2,-91.52979128276947,34.04102715166482,6.1,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.032530005403416]}"
00000000000000000026,Corn,2,-91.73712610445153,34.02431890001757,6.0,36,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.032530005403416]}"
00000000000000000027,Corn,2,-91.52242930693022,34.22482237888577,6.2,29,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.21219306222732]}"
00000000000000000028,Corn,2,-91.52547933205078,34.348789847272606,5.9,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.34694035484525]}"
00000000000000000029,Corn,2,-91.53374650540387,34.11469150106775,6.2,29,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.12236153381537]}"
0000000000000000002a,Corn,2,-91.52691962169104,34.277105338737414,6.1,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.257108826433296]}"
0000000000000000002b,Corn,2,-91.85839581670105,34.30567034008579,5.8,19,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.30202459063928]}"
0000000000000000002c,Corn,2,-91.8158158607417,34.13247885516995,6.0,31,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.12236153381537]}"
0000000000000000002d,Corn,2,-91.9469714000267,34.140202018194515,5.8,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9426442741839,34.12236153381537]}"
0000000000000000002e,Corn,2,-91.82048899864571,34.30279867900736,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
0000000000000000002f,Corn,2,-91.73281415373285,34.025759189657826,6.0,36,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.032530005403416]}"
00000000000000000030,Corn,2,-91.77988442445303,34.202187981938465,6.0,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,34.21219306222732]}"
00000000000000000031,Corn,2,-91.84761816945488,34.341245048290176,5.8,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.34694035484525]}"
00000000000000000032,Corn,2,-91.85498460439516,34.253209016192,5.9,20,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.257108826433296]}"
00000000000000000033,Corn,2,-91.63992661968852,34.15188040385349,6.0,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.16727729802135]}"
00000000000000000034,Corn,2,-91.718977563164,34.1461326225956,6.0,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.16727729802135]}"
00000000000000000035,Corn,2,-91.63561466896984,34.11055791439121,6.2,28,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.12236153381537]}"
00000000000000000036,Corn,2,-91.70873946714529,34.14182067187692,5.9,23,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.12236153381537]}"
00000000000000000037,Corn,2,-91.73586863795447,34.14325650241613,5.9,23,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.12236153381537]}"
00000000000000000038,Corn,2,-91.6257333010354,34.320586033109564,5.8,27,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.30202459063928]}"
00000000000000000039,Corn,2,-91.95451619900913,34.32094276119385,6.3,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9426442741839,34.30202459063928]}"
0000000000000000003a,Corn,2,-91.62465419858047,33.983357597740614,5.9,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,33.98761424119744]}"
0000000000000000003b,Corn,2,-91.52117184043315,34.09331011151648,5.8,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.07744576960939]}"
0000000000000000003c,Corn,2,-91.75329480487133,34.18457899187841,5.8,20,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,34.16727729802135]}"
0000000000000000003d,Corn,2,-91.82443976217907,34.296511346522,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
0000000000000000003e,Corn,2,-91.78581502885412,34.00221959519669,5.3,16,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,33.98761424119744]}"
0000000000000000003f,Corn,2,-91.65448112552697,34.17811329535091,6.0,25,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.16727729802135]}"
00000000000000000040,Corn,2,-91.55368760531488,34.00473898729189,6.0,24,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,33.98761424119744]}"
00000000000000000041,Corn,2,-91.56536599097387,34.33118531631361,5.9,24,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5833181605361,34.34694035484525]}"
00000000000000000042,Corn,2,-91.5500935698658,34.33244278281067,5.9,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.34694035484525]}"
00000000000000000043,Corn,2,-91.64693186744348,33.95551051166184,5.9,41,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,33.94269847699147]}"
00000000000000000044,Corn,2,-91.84312785469405,34.16176177178793,6.0,35,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.16727729802135]}"
00000000000000000045,Corn,2,-91.67298639489877,34.06366600771318,6.0,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.07744576960939]}"
00000000000000000046,Corn,2,-91.73784401972114,34.089176524839935,5.9,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.07744576960939]}"
00000000000000000047,Corn,2,-91.72005666561894,34.147929640320136,6.0,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.16727729802135]}"
00000000000000000048,Corn,2,-91.70370514205595,34.10606759963038,5.9,23,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.12236153381537]}"
00000000000000000049,Corn,2,-91.88319287765925,34.31537334397809,6.0,30,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89772850997794,34.30202459063928]}"
0000000000000000004a,Corn,2,-91.6724468436713,34.04264580534723,6.0,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.032530005403416]}"
0000000000000000004b,Corn,2,-91.85300922262849,34.18440062783628,6.0,35,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.16727729802135]}"
0000000000000000004c,Corn,2,-91.84294503155085,34.26219410481469,5.9,20,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.257108826433296]}"
0000000000000000004d,Corn,2,-91.69760063271379,34.22895596556231,6.1,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.21219306222732]}"
0000000000000000004e,Corn,2,-91.74107686798489,34.147746817176944,5.8,20,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,34.16727729802135]}"
0000000000000000004f,Corn,2,-91.76281498562044,34.02629428178424,5.9,21,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,34.032530005403416]}"
00000000000000000050,Corn,2,-91.6997543785226,34.19014840909417,6.1,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.21219306222732]}"
00000000000000000051,Corn,2,-91.71718054543948,34.14936547085935,6.0,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.16727729802135]}"
00000000000000000052,Corn,2,-91.64028780687386,34.14918710681721,6.0,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.16727729802135]}"
00000000000000000053,Corn,2,-91.8053949415798,34.10067654645678,6.0,31,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.12236153381537]}"
00000000000000000054,Corn,2,-91.56518762693172,34.33333906212241,5.9,24,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5833181605361,34.34694035484525]}"
00000000000000000055,Corn,2,-91.68070955792334,34.191227511549094,6.0,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.21219306222732]}"
00000000000000000056,Corn,2,-91.64495648567683,34.11361239861282,6.2,28,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.12236153381537]}"
00000000000000000057,Corn,2,-91.66130800923979,34.054863742233664,6.0,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.032530005403416]}"
00000000000000000058,Corn,2,-91.62681240349033,34.18511854310589,6.0,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.16727729802135]}"
00000000000000000059,Corn,2,-91.62267881681379,34.31555616712127,5.8,27,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.30202459063928]}"
0000000000000000005a,Corn,2,-91.8116867331662,34.29435314161214,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
0000000000000000005b,Corn,2,-91.54254877088337,34.0446211871139,6.1,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.032530005403416]}"
0000000000000000005c,Corn,2,-91.71376933313358,34.08342874358204,5.9,23,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.07744576960939]}"
0000000000000000005d,Corn,2,-91.81994944741824,34.29381359038467,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
0000000000000000005e,Corn,2,-91.61693103555591,34.16230132301539,6.0,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.16727729802135]}"
0000000000000000005f,Corn,2,-91.66238265259368,34.12367213058939,5.9,27,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.12236153381537]}"
00000000000000000060,Corn,2,-91.50014717896616,34.17829165939305,6.0,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49348663212415,34.16727729802135]}"
00000000000000000061,Corn,2,-91.53751890489508,34.02054650052635,6.1,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.032530005403416]}"
00000000000000000062,Corn,2,-91.84653906699994,34.30639271445644,5.8,19,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.30202459063928]}"
00000000000000000063,Corn,2,-91.86612343882668,34.30926437553486,5.8,19,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.30202459063928]}"
00000000000000000064,Corn,2,-91.77359709196767,34.098701164690105,5.9,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,34.07744576960939]}"
00000000000000000065,Corn,2,-91.82659796708893,34.067438407204385,6.0,35,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.07744576960939]}"
00000000000000000066,Corn,2,-91.73820074780542,34.14900428367401,6.0,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.16727729802135]}"
00000000000000000067,Corn,2,-91.99691779092635,34.34142341233232,6.0,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.98756003838989,34.34694035484525]}"
00000000000000000068,Corn,2,-91.52799872414597,34.27728370277955,6.1,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.257108826433296]}"
00000000000000000069,Corn,2,-91.8373756143351,34.33100695227147,5.8,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.34694035484525]}"
0000000000000000006a,Corn,2,-91.60273771690278,34.16894984268609,6.1,31,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5833181605361,34.16727729802135]}"
0000000000000000006b,Corn,2,-91.83432113011351,34.0268338330117,5.7,24,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.032530005403416]}"
0000000000000000006c,Corn,2,-91.80755314648965,34.11020118630694,6.0,31,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.12236153381537]}"
0000000000000000006d,Corn,2,-91.80755314648965,34.29632852337882,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
0000000000000000006e,Corn,2,-91.88283169047394,34.32345769418798,6.0,30,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89772850997794,34.30202459063928]}"
0000000000000000006f,Corn,2,-91.62824823402954,34.05629957277288,6.0,40,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.07744576960939]}"
00000000000000000070,Corn,2,-91.61279744887936,33.9907240326809,5.9,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,33.98761424119744]}"
00000000000000000071,Corn,2,-91.64513930882,34.11577060352269,6.2,28,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.12236153381537]}"
00000000000000000072,Corn,2,-91.93134225083438,34.31339796221141,6.3,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9426442741839,34.30202459063928]}"
00000000000000000073,Corn,2,-91.7360470019966,34.14433560487105,5.9,23,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.12236153381537]}"
00000000000000000074,Corn,2,-91.53410323348814,34.34609655023633,5.9,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.34694035484525]}"
00000000000000000075,Corn,2,-91.8380935296047,34.33459652861949,5.8,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.34694035484525]}"
00000000000000000076,Corn,2,-91.94373855176295,34.333160698080285,5.8,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9426442741839,34.34694035484525]}"
00000000000000000077,Corn,2,-91.62986688771194,34.17865284657838,6.0,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.16727729802135]}"
00000000000000000078,Corn,2,-91.73802238376328,34.15098412454175,6.0,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.16727729802135]}"
00000000000000000079,Corn,2,-91.62375791926873,34.11073627843334,6.2,28,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.12236153381537]}"
0000000000000000007a,Corn,2,-91.79892924505229,34.117384798104034,6.0,31,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.12236153381537]}"
0000000000000000007b,Corn,2,-91.97410057083586,34.15960802597911,5.8,23,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.98756003838989,34.16727729802135]}"
0000000000000000007c,Corn,2,-91.83773680152044,34.06132943876117,5.6,22,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.07744576960939]}"
0000000000000000007d,Corn,2,-91.54075175315883,34.049651053102195,6.1,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.032530005403416]}"
0000000000000000007e,Corn,2,-91.51595915130167,34.26992172694031,6.1,26,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.257108826433296]}"
0000000000000000007f,Corn,2,-91.60758921884893,33.99269941444758,5.9,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,33.98761424119744]}"
00000000000000000080,Corn,2,-91.52170693255957,34.34609655023633,5.9,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.34694035484525]}"
00000000000000000081,Corn,2,-91.50949345477417,34.051269706784595,6.1,40,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49348663212415,34.032530005403416]}"
00000000000000000082,Corn,2,-91.8979212884388,34.32813083209199,5.9,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89772850997794,34.34694035484525]}"
00000000000000000083,Corn,2,-91.85408386598236,34.30639271445644,5.8,19,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.30202459063928]}"
00000000000000000084,Corn,2,-91.82246438041238,34.32561589909785,5.8,17,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.34694035484525]}"
00000000000000000085,Corn,2,-91.66328339100647,34.184222263794126,6.0,25,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.16727729802135]}"
00000000000000000086,Corn,2,-91.50068673019362,34.339448030565634,5.9,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49348663212415,34.34694035484525]}"
00000000000000000087,Corn,2,-91.94248108526588,34.14397441768573,5.8,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.9426442741839,34.12236153381537]}"
00000000000000000088,Corn,2,-91.90385189283988,34.329388298589066,5.9,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89772850997794,34.34694035484525]}"
00000000000000000089,Corn,2,-91.63417883843063,34.111637016846146,6.2,28,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62823392474208,34.12236153381537]}"
0000000000000000008a,Corn,2,-91.8276726104428,34.32094276119384,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
0000000000000000008b,Corn,2,-91.5348256078588,34.3466361014638,5.9,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.34694035484525]}"
0000000000000000008c,Corn,2,-91.58279215789072,33.97311504262085,6.0,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5833181605361,33.98761424119744]}"
0000000000000000008d,Corn,2,-91.66130800923979,34.06672049193478,6.0,27,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.07744576960939]}"
0000000000000000008e,Corn,2,-91.76623065702738,34.22212908184948,6.0,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,34.21219306222732]}"
0000000000000000008f,Corn,2,-91.98883344071645,34.34016594583525,6.0,21,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.98756003838989,34.34694035484525]}"
00000000000000000090,Corn,2,-91.87923765502485,34.32920993454693,5.9,22,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89772850997794,34.34694035484525]}"
00000000000000000091,Corn,2,-91.8158158607417,34.07876006477909,6.0,35,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.07744576960939]}"
00000000000000000092,Corn,2,-91.73209623846324,33.97113966085417,6.0,33,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,33.98761424119744]}"
00000000000000000093,Corn,2,-91.78437473921385,34.00329869765162,5.7,22,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76298121736001,33.98761424119744]}"
00000000000000000094,Corn,2,-91.51021137004378,34.102295200139174,6.3,38,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.49348663212415,34.12236153381537]}"
00000000000000000095,Corn,2,-91.68070955792334,34.22104997939455,6.0,24,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.21219306222732]}"
00000000000000000096,Corn,2,-91.53823682016468,34.01874948280181,6.1,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.032530005403416]}"
00000000000000000097,Corn,2,-91.85732117334717,34.25195154969492,5.9,20,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85281274577196,34.257108826433296]}"
00000000000000000098,Corn,2,-91.73227460250538,33.96754562540509,6.0,33,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,33.98761424119744]}"
00000000000000000099,Corn,2,-91.73263133058965,34.177390920980265,6.0,26,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.16727729802135]}"
0000000000000000009a,Corn,2,-91.65717442256324,33.96628815890802,6.0,43,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,33.98761424119744]}"
0000000000000000009b,Corn,2,-91.54308832211083,34.344477896553926,5.9,23,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53840239633013,34.34694035484525]}"
0000000000000000009c,Corn,2,-91.65807070187499,34.0536062757366,6.0,41,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67314968894806,34.032530005403416]}"
0000000000000000009d,Corn,2,-91.70819991591783,34.143434866458264,5.9,23,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71806545315403,34.12236153381537]}"
0000000000000000009e,Corn,2,-91.8212069139153,34.283214307180636,5.9,20,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80789698156597,34.30202459063928]}"
